Latitude,Longitude,Altitude (m)
-45.220158,144.23811,9234.203
-45.195637,144.4858,9254.711
-45.27442,144.14685,9225.5625
-45.312157,144.03418,9216.738
-45.317436,144.11497,9224.292
-45.336746,144.11298,9221.227
-45.35904,144.08281,9216.5205
-45.444855,143.68283,9182.848
-45.402397,144.04193,9209.3545
-45.42254,144.03123,9208.873
-45.44436,144.02382,9206.148
-45.464523,144.0247,9202.386
-45.46449,144.13826,9210.502
-45.50711,143.99115,9197.408
-45.52322,144.0039,9196.654
-45.549603,143.95729,9192.438
-45.530205,144.178,9212.712
-45.59002,143.93219,9191.97
-45.60424,143.89973,9200.096
-45.635124,143.88596,9190.149
-45.652798,143.89548,9187.148
-45.678528,143.85155,9181.886
-45.696354,143.85655,9186.577
-45.71676,143.8397,9185.736
-45.73134,143.85922,9190.099
-45.715813,144.07114,9209.575
-45.780045,143.79584,9185.602
-45.80186,143.78632,9176.837
-45.81416,143.84186,9178.25
-45.84351,143.78247,9165.713
-45.851395,143.84386,9169.515
-45.885445,143.74516,9159.366
-45.90961,143.71594,9159.699
-45.928986,143.71216,9156.738
-45.958004,143.64388,9151.518
-45.969322,143.69138,9156.078
-46.022392,143.47647,9139.348
-46.011574,143.65274,9150.479
-46.03202,143.6349,9151.063
-46.054863,143.60162,9143.7705
-46.07496,143.58975,9144.685
-46.115734,143.47528,9133.955
-46.117054,143.58293,9144.464
-46.072426,143.9592,9175.808
-46.158504,143.53848,9141.683
-46.179913,143.52316,9141.655
-46.196053,143.53505,9144.645
-46.187737,143.6973,9157.711
-46.246265,143.44687,9139.966
-46.266224,143.44946,9136.427
-46.330746,143.17279,9114.733
-46.308086,143.43242,9134.195
-46.34965,143.29143,9119.717
-46.349777,143.4014,9133.335
-46.37896,143.33575,9124.782
-46.391434,143.37546,9126.275
-46.414463,143.35703,9121.728
-46.443745,143.30675,9114.404
-46.451572,143.33907,9113.259
-46.473064,143.32715,9113.202
-46.494556,143.2999,9112.154
-46.51586,143.27388,9109.181
-46.53709,143.25743,9108.732
-46.558613,143.24704,9110.098
-46.580463,143.2325,9104.545
-46.601944,143.21222,9102.8125
-46.623528,143.19008,9099.15
-46.644753,143.17888,9098.457
-46.666313,143.16548,9098.703
-46.687954,143.13985,9095.639
-46.708866,143.12126,9092.035
-46.728134,143.12993,9092.647
-46.751614,143.10435,9089.998
-46.77329,143.08005,9084.91
-46.79166,143.08517,9087.573
-46.814217,143.06654,9086.984
-46.836773,143.03546,9084.72
-46.859734,143.00014,9081.761
-46.878876,142.99536,9081.892
-46.928665,142.80717,9065.077
-46.939095,142.87756,9071.445
-46.90881,143.18628,9098.164
