date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020/7/18,13:04:01,22.9027655,120.2731281,9.781,58,69,5,-5,45,-1002,-1.540916443,0.593723297,-9.781663895,-0.048072513,-1.793154836,-0.052108377,14,250
2020/7/18,13:04:04,22.902727,120.2731312,10.212,-9,59,-76,-66,-57,-1017,-5.826616287,0.906787872,-10.2121067,-0.129556313,-3.039377928,0.033689834,14,250
2020/7/18,13:04:07,22.9026576,120.273135,10.092,-61,53,-28,19,24,-1010,-13.55603218,1.296920776,-10.09238625,-0.075193927,-3.134255886,0.056065768,14,250
2020/7/18,13:04:10,22.902584,120.2731387,10.084,90,-128,25,-38,-26,-974,-21.74933052,1.675441742,-10.08447075,-0.057142828,-3.119036198,0.020911254,14,250
2020/7/18,13:04:13,22.9025406,120.2731188,10.347,-92,13,78,-116,50,-995,-26.57643318,-0.368795395,-10.34712791,-0.169361338,-1.888324618,-0.007351657,14,250
2020/7/18,13:04:16,22.9025288,120.2730482,10.174,103,-36,226,-32,54,-988,-27.89565849,-7.598794937,-10.17400932,-0.113634922,-1.71307838,-0.010190551,14,250
2020/7/18,13:04:19,22.9025195,120.2729726,9.969,-9,45,62,-101,62,-1014,-28.92180443,-15.35697937,-9.969089508,-0.129391804,-1.570865393,-0.033564247,14,250
2020/7/18,13:04:22,22.9025118,120.2728943,10.087,-31,16,10,-104,129,-917,-29.78716469,-23.38804245,-10.08714485,-0.129062891,-1.488413811,-0.027763238,14,250
2020/7/18,13:04:25,22.9025284,120.2728383,10.437,-23,-18,262,17,76,-969,-27.9374752,-29.12349319,-10.43777847,-0.098743446,-0.229720443,0.006147562,14,250
2020/7/18,13:04:28,22.9025923,120.2728277,10.36,54,32,6,0,85,-973,-20.82279778,-30.21292877,-10.36009979,-0.05120163,-0.066095158,-0.081290171,14,250
2020/7/18,13:04:31,22.902658,120.2728195,10.177,104,-14,148,-37,68,-994,-13.51390076,-31.05438232,-10.17714691,-0.063655727,-0.013945233,-0.043616474,14,250
2020/7/18,13:04:34,22.9027265,120.2728127,10.339,-249,44,-57,-71,121,-963,-5.879850388,-31.74863052,-10.33983994,-0.078584522,0.13128981,-0.031410888,14,250
2020/7/18,13:04:37,22.9027747,120.2728366,10.338,-48,14,260,-87,46,-1063,-0.515527725,-29.30193329,-10.33892822,-0.04004981,1.330407262,0.048751146,14,250
2020/7/18,13:04:40,22.9027784,120.2729134,10.309,-26,18,93,-3,34,-1004,-0.100975037,-21.42932892,-10.30912399,-0.025411189,1.563527584,-0.01214811,14,250
2020/7/18,13:04:43,22.9027819,120.2729884,10.321,29,82,91,-13,39,-1029,0.278326035,-13.73397446,-10.32174301,-0.017479025,1.590358019,-0.003226692,14,250
2020/7/18,13:04:46,22.902786,120.2730701,10.293,53,84,-56,-70,19,-1059,0.741260529,-5.353164673,-10.2937355,0.024807662,1.619052887,0.016465971,14,250
2020/7/18,13:04:49,22.902784,120.2731134,9.581,11,33,-54,115,-27,-972,0.517755508,-0.917747498,-9.581632614,0.063721687,1.745084524,0.005498379,14,250
2020/7/18,13:07:13,22.9027787,120.2731329,9.723,-3,-81,-446,-100,88,-957,-0.302179337,-0.432813644,-9.723168373,-0.197073042,-1.3020823,-0.001703092,14,250
2020/7/18,13:07:17,22.9027862,120.2730719,10.106,-21,-85,-11,-140,27,-964,0.533802032,-6.689874649,-10.10694504,-0.142079204,-1.403909564,-0.004912559,14,250
2020/7/18,13:07:20,22.902798,120.2729857,10.356,181,-141,21,-86,35,-1009,1.845891953,-15.52721214,-10.35647106,-0.085558325,-1.375608325,-0.009878462,14,250
2020/7/18,13:07:23,22.9027962,120.2729115,10.037,236,67,-207,-172,24,-1087,1.641498566,-23.1397686,-10.03723526,-0.112465225,-2.129216671,-0.070558533,14,250
