date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020/7/14,14:59:40,22.9028056,120.2731376,10.514,0,-2,-1327,37,-36,-955,-0.952328682,0.303554535,-10.51403332,-0.058065128,-2.287488937,-0.014916815,17,270
2020/7/14,14:59:43,22.9027561,120.2731387,10.749,226,73,215,9,-71,-960,-6.457468987,0.418195724,-10.74999237,-0.050929539,3.01987052,0.020203691,17,270
2020/7/14,14:59:46,22.9026779,120.2731466,10.492,13,56,-15,12,-14,-993,-15.16876125,1.225793839,-10.49226189,0.011361958,3.053094864,0.036242701,17,270
2020/7/14,14:59:49,22.902604,120.2731505,10.405,98,-7,-64,30,-40,-960,-23.39242172,1.627008438,-10.40596485,-0.040023778,3.030451775,-0.023054568,17,270
2020/7/14,14:59:52,22.9025285,120.2731557,10.428,-42,-37,5,-19,56,-990,-31.7992363,2.153495789,-10.4287672,-0.034248631,2.981547832,-0.02190911,17,270
2020/7/14,14:59:55,22.9024526,120.2731674,10.115,45,218,417,32,12,-976,-40.2417984,3.36300087,-10.11574268,0.088732176,-2.91624403,0.110464461,17,270
2020/7/14,14:59:58,22.9024533,120.2731391,10.158,-8,21,68,-59,37,-962,-40.17440796,0.459621429,-10.15818596,-0.125373945,-1.281013489,0.006942089,17,270
2020/7/14,15:00:01,22.9024782,120.2730692,10.309,32,85,7,-79,9,-1019,-37.40045929,-6.709676743,-10.30983067,-0.116383962,-1.226999283,-0.012786999,17,270
2020/7/14,15:00:04,22.9025039,120.2729957,10.087,-41,-25,149,-90,78,-1023,-34.53950882,-14.24464607,-10.08767891,-0.111205615,-1.200898409,-0.02735283,17,270
2020/7/14,15:00:07,22.9025202,120.2729228,10.073,91,-78,-67,-141,43,-963,-32.72280121,-21.72272301,-10.07399178,-0.127677307,-1.982819676,-0.114349633,17,270
2020/7/14,15:00:10,22.9024758,120.2728536,10.245,72,-135,28,-148,49,-998,-37.6615448,-28.82017326,-10.24593163,-0.098619759,-2.18559432,-0.030264309,17,270
2020/7/14,15:00:13,22.9024288,120.2727916,10.076,-22,-114,-101,-88,-82,-943,-42.8959198,-35.17346191,-10.0767765,-0.151317835,-2.155656338,-0.013804341,17,270
2020/7/14,15:00:16,22.9023813,120.2727295,9.986,-62,266,139,-81,-33,-994,-48.18528366,-41.54720306,-9.986421585,0.021442082,-2.131818056,0.050365523,17,270
2020/7/14,15:00:19,22.9023871,120.2727062,9.803,18,28,-155,-59,63,-994,-47.53477859,-43.9336319,-9.803588867,-0.088830739,-0.337796181,-0.114591286,17,270
2020/7/14,15:00:22,22.9024435,120.2726902,10.011,81,35,-15,-101,124,-1023,-41.26482391,-45.5725708,-10.01194954,-0.080268219,-0.238168284,-0.0735498,17,270
