date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020/7/24,16:39:34,22.9028261,120.273142,9.535,-102,-115,-19,-70,54,-950,-0.40358305,0.297628403,-9.535305023,-0.022667561,-1.769966364,-0.068084992,22,240
2020/7/24,16:39:37,22.9027837,120.2731493,10.099,9,54,-111,-21,-65,-1027,-5.129126549,1.052947998,-10.09913445,-0.019762494,2.896602631,0.028000982,22,240
2020/7/24,16:39:40,22.9027143,120.2731603,10.087,-85,-57,-1,-99,51,-1016,-12.85199547,2.176450729,-10.08721924,0.009223836,2.942081213,0.046822049,22,240
2020/7/24,16:39:43,22.9026429,120.2731717,10.175,-33,33,-127,20,9,-969,-20.80344582,3.348344803,-10.17523479,-0.052046739,2.935337067,0.014974589,22,240
2020/7/24,16:39:46,22.9025606,120.2731847,10.226,-73,-74,632,27,34,-997,-29.95615196,4.676286697,-10.22661781,0.08085037,-3.061959267,0.15989691,22,240
2020/7/24,16:39:49,22.9024976,120.2731479,10.242,19,-31,27,-59,4,-977,-36.97014618,0.91217041,-10.24236107,-0.060822643,-2.546319962,0.044032469,22,240
2020/7/24,16:39:52,22.9024384,120.2730999,10.254,143,146,75,-106,63,-986,-43.61438751,-4.052621841,-10.25254822,-0.010406081,-2.46551013,0.064801939,22,240
2020/7/24,16:39:55,22.902426,120.2730395,10.225,-114,-62,69,-92,3,-1021,-44.9453125,-10.21130943,-10.22538376,-0.10593579,-1.204876661,0.016272888,22,240
2020/7/24,16:39:58,22.9024574,120.2729671,10.265,-44,-36,7,-69,-16,-990,-41.44606018,-17.63410759,-10.26506424,-0.105860315,-1.135968447,-0.015199648,22,240
2020/7/24,16:40:01,22.9024911,120.2728887,10.205,29,-105,-10,-158,59,-984,-37.69461823,-25.66749763,-10.20536518,-0.123087741,-1.090098381,-0.027274953,22,240
2020/7/24,16:40:04,22.9025386,120.272842,9.931,58,-55,83,-90,34,-1002,-32.40826416,-30.46518898,-9.931148529,-0.108891942,-0.269370079,-0.039581798,22,240
2020/7/24,16:40:07,22.9026138,120.272829,9.999,-66,-12,-20,-75,119,-928,-24.03479576,-31.79602623,-9.999925613,-0.10457091,-0.145262688,-0.083141364,22,240
2020/7/24,16:40:10,22.9026895,120.2728198,10.129,76,80,23,-81,49,-1004,-15.60740852,-32.73794556,-10.12909985,-0.084495999,-0.088505872,-0.059573241,22,240
2020/7/24,16:40:13,22.9027397,120.2728377,10.138,-176,84,99,6,12,-954,-10.02887249,-30.9004879,-10.13878822,-0.086235583,1.103665829,-0.001672372,22,240
2020/7/24,16:40:16,22.9027632,120.2729128,10.196,-19,58,40,-23,57,-934,-7.409513474,-23.19852257,-10.19688034,-0.060463991,1.209255219,-0.043825462,22,240
2020/7/24,16:40:19,22.9027845,120.2729922,9.926,-83,113,-42,-14,68,-944,-5.041583061,-15.06241035,-9.92612648,-0.031246334,1.226039648,-0.035138316,22,240
2020/7/24,16:40:22,22.9028059,120.273074,9.774,81,103,-31,-68,44,-1043,-2.659660339,-6.670578003,-9.774662018,-0.050680898,1.209491014,-0.078666963,22,240
2020/7/24,16:40:25,22.9028266,120.2731484,9.692,51,3,26,43,35,-973,-0.355242252,0.962192535,-9.692489624,0.194142088,1.165632367,-0.110075444,22,240
2020/7/24,16:40:28,22.9028277,120.273149,8.225,-114,-24,44,2,90,-1020,-0.222951412,1.015798569,-8.225479126,-0.008902528,1.134500384,-0.080717511,22,240
2020/7/24,16:42:04,22.9028167,120.273149,9.502,-49,11,-46,61,-21,-993,-1.330204964,-0.274436951,-9.502527237,-0.024918266,2.796098471,-0.017127281,22,240
2020/7/24,16:42:07,22.9027641,120.2731547,9.889,7,-22,-111,133,46,-881,-7.189523697,0.312391281,-9.889112473,0.001089821,2.865076303,0.015697548,22,240
2020/7/24,16:42:10,22.9026865,120.2731637,9.967,-10,-30,-124,11,8,-966,-15.82488537,1.236534119,-9.967101097,0.023995724,3.015817642,0.00949377,22,240
2020/7/24,16:42:13,22.9026105,120.2731728,10.064,6,-11,26,24,2,-985,-24.28373718,2.172880173,-10.06411934,0.014874457,2.996323824,0.03812927,22,240
2020/7/24,16:42:16,22.9025315,120.273179,10.084,-26,6,-20,19,-26,-973,-33.13410568,2.808776855,-10.08226585,-0.009569479,2.959540844,0.004892091,22,240
2020/7/24,16:42:19,22.9024489,120.2731875,10.094,105,25,29,72,-28,-996,-42.2759819,3.672111511,-10.09490776,0.011493783,3.024758577,0.015087629,22,240
