date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020/6/14,10:45:16,22.90293,120.2731349,20.963,113,-80,220,-146,40,-991,-3.100551605,-1.587373734,-20.9631691,-0.257725835,-2.637857437,-0.003302692,16,182
2020/6/14,10:45:18,22.9028839,120.2730938,20.579,-7,7,20,-272,124,-946,-7.557186127,-5.231649399,-20.62566185,-0.314719707,-2.540627718,-0.125232816,16,182
2020/6/14,10:45:21,22.9027976,120.2730221,20.244,27,152,35,-261,206,-967,-17.84963417,-13.15561676,-20.24461555,-0.296718389,-2.505913258,-0.192680776,16,182
2020/6/14,10:45:23,22.9027139,120.2729594,20.488,95,160,246,-228,201,-902,-27.16277695,-19.58328247,-20.48869896,-0.19098483,-2.437390566,-0.14916639,16,182
2020/6/14,10:45:26,22.9026892,120.2729157,21.256,-107,-1,222,-36,139,-918,-29.91973495,-24.05928802,-21.2561779,-0.098982811,-1.145103097,-0.006089379,16,182
2020/6/14,10:45:28,22.902708,120.2728924,21.465,-39,78,-154,-27,159,-1056,-27.82862473,-26.45397568,-21.46522903,-0.107902944,-0.994882882,-0.10945072,16,182
2020/6/14,10:45:31,22.9028057,120.2727709,20.263,140,27,117,50,133,-1037,-16.95159531,-38.9082222,-20.26387405,0.054083817,-0.94370389,-0.14184536,16,182
2020/6/14,10:45:33,22.9028664,120.2726871,20.265,75,173,113,26,83,-979,-10.19384766,-47.49961853,-20.26516914,0.049427412,-0.824519396,-0.058632936,16,182
2020/6/14,10:45:36,22.9029121,120.2726328,19.762,-79,197,97,60,98,-1024,-5.552849293,-52.6499176,-19.83718872,0.210052967,-0.62402463,-0.074149214,16,182
2020/6/14,10:45:38,22.9029186,120.2726234,19.588,-28,41,7,121,132,-959,-4.36579752,-54.03688812,-19.58848572,0.248455673,-0.564649224,-0.128186852,16,182
2020/6/14,10:45:41,22.9028788,120.2726366,19.887,55,109,-882,-190,215,-1033,-8.804885864,-52.68584442,-19.88740921,0.131072462,-1.273692846,-0.31147638,16,182
2020/6/14,10:45:43,22.90285,120.2726432,19.884,-50,8,-70,-271,97,-893,-12.01890182,-52.00830841,-19.88430977,-0.37426132,-3.094944715,-0.022916675,16,182
2020/6/14,10:45:46,22.9027061,120.2726469,20.538,-49,440,-26,-319,50,-1089,-28.03012466,-51.6275177,-20.53872299,-0.330899298,3.093502283,-0.053157821,16,182
2020/6/14,10:45:48,22.9025974,120.2726566,20.922,37,-136,-7,-167,32,-996,-40.13368225,-50.63555908,-20.92238426,-0.147681355,3.048843384,-0.00245844,16,182
2020/6/14,10:45:51,22.9024816,120.2726694,20.338,-21,-208,-3,-315,36,-982,-53.02548218,-49.31995392,-20.33831787,-0.20877853,3.046557903,-0.005789033,16,182
2020/6/14,10:45:53,22.9023783,120.2726789,19.761,-69,-138,-120,-270,110,-862,-64.52394867,-48.34182739,-19.76138496,-0.341072053,3.07336688,-0.067983598,16,182
2020/6/14,10:45:56,22.9022624,120.2726924,20.178,-251,71,7,-337,-50,-943,-77.42372894,-46.95474243,-20.17851639,-0.288990349,3.10623312,0.030645546,16,182
2020/6/14,10:45:58,22.9021708,120.2726988,20.071,88,17,-52,-294,30,-972,-87.61972809,-46.29982758,-20.07196999,-0.297183841,3.021339178,-0.031559575,16,182
2020/6/14,10:46:01,22.9020728,120.2727245,20.681,59,132,-191,-403,12,-1015,-98.53231049,-43.67234421,-20.68133545,-0.167229399,2.526146173,-0.117900871,16,182
2020/6/14,10:46:03,22.9020635,120.2727928,19.936,192,-2,-27,-81,-317,-923,-99.56417847,-36.663311,-19.93628693,-0.137605935,1.443391919,0.244350672,16,182
2020/6/14,10:46:06,22.9020654,120.2728656,20.163,56,-4,40,-28,-236,-954,-99.39053345,-27.17483902,-20.21957588,-0.149858579,1.427197933,0.120437369,16,182
2020/6/14,10:46:08,22.9020722,120.2729942,20.1,-43,5,1,-121,-56,-1008,-98.69483948,-17.31209946,-20.08292961,-0.139567077,1.365416169,0.105170429,16,182
2020/6/14,10:46:11,22.902083,120.2730997,20.283,208,141,21,-40,-150,-988,-97.39981842,-5.196931839,-20.28323936,-0.14759317,1.337864995,0.076272443,16,182
2020/6/14,10:46:13,22.9021007,120.2731974,21.304,-297,83,171,-39,-262,-1144,-95.42585754,4.828787804,-21.30480957,0.00823408,1.338391304,0.189974651,16,182
2020/6/14,10:46:16,22.902106,120.2732401,26.462,107,-66,46,8,-234,-961,-94.83840942,9.203003883,-26.46201897,0.018072762,1.422642112,0.192297757,16,182
2020/6/14,10:46:18,22.902106,120.2732414,29.539,-184,-30,16,98,-252,-849,-94.8328476,9.331843376,-29.53951263,0.000846772,1.416308165,0.039694201,16,182
2020/6/14,10:46:21,22.902146,120.2732409,30.49,197,99,1,29,-219,-952,-90.38313293,9.28217411,-30.49009323,0.015407531,1.417806149,-0.033463899,16,182
2020/6/14,10:46:23,22.9022084,120.2732382,30.029,-157,-1,-6,90,13,-1000,-81.57314301,8.780612946,-29.874403,0.059772767,1.418238759,-0.045712348,16,182
2020/6/14,10:46:26,22.9023246,120.2732175,29.72,-51,432,83,-16,-44,-985,-70.50402832,6.888795853,-29.72083092,-0.036041711,1.419301271,0.013196993,16,182
2020/6/14,10:46:28,22.9024251,120.2732052,29.989,-30,14,-11,24,-24,-969,-59.31722641,5.629454613,-29.98907089,-0.018851273,1.392810583,0.03995828,16,182
2020/6/14,10:46:31,22.9025234,120.273198,30.013,-49,-26,-13,29,-15,-1026,-48.37352371,4.887949944,-30.01365852,0.04892496,1.399225473,0.057132792,16,182
2020/6/14,10:46:33,22.9026465,120.2731874,29.951,-42,104,-15,99,-89,-988,-34.67086029,3.798719406,-29.95137978,0.070232742,1.390250087,0.059304621,16,182
2020/6/14,10:46:36,22.9027441,120.2731755,30.151,-3,44,12,96,-63,-924,-23.80461693,2.582586288,-30.15140724,0.032899894,1.412898779,0.054159533,16,182
2020/6/14,10:46:38,22.9028548,120.2731637,30.212,-28,-54,23,27,-77,-1067,-12.68026924,1.506958008,-30.2489109,0.04638987,1.415077209,0.14196153,16,182
2020/6/14,10:46:41,22.9029289,120.2731536,29.904,70,-69,15,107,-216,-986,-2.630595684,0.213796616,-29.88336182,0.013620289,1.414105654,0.273832291,16,182
2020/6/14,10:50:28,22.9029768,120.2731055,20.208,42,113,2,47,76,-985,4.767422676,-7.926815987,-20.3396492,-0.00981445,-0.98507762,-0.06866423,17,200
2020/6/14,10:50:30,22.9030034,120.2730581,20.134,20,27,-67,81,63,-983,7.054092407,-11.63222027,-20.13436699,0.026180204,-0.8993572,-0.077540688,17,200
2020/6/14,10:50:33,22.9030267,120.2730205,20.341,12,13,8,69,72,-1006,9.642102242,-15.48421574,-20.34135628,0.012825362,-0.915629029,-0.089528114,17,200
2020/6/14,10:50:35,22.9030479,120.2729811,20.099,27,-99,-67,55,52,-1003,12.00638676,-19.52555847,-20.0999012,0.047813237,-0.818017662,-0.048134651,17,200
2020/6/14,10:50:38,22.9030705,120.2729481,20.068,-39,-27,-115,84,127,-950,14.52177715,-22.91517258,-20.06877136,0.057805158,-0.903926909,-0.074483611,17,200
2020/6/14,10:50:40,22.9030893,120.2729174,20.097,-26,-3,-104,80,112,-957,16.61856461,-26.06511307,-20.09737396,0.056676492,-0.984572232,-0.120258905,17,200
2020/6/14,10:50:43,22.9031068,120.2728913,20.174,-273,-37,-819,-8,249,-954,18.56335831,-28.74003983,-20.17490005,0.075704776,-1.045161605,-0.148801893,17,200
2020/6/14,10:50:45,22.903102,120.2728549,19.91,25,174,-51,-140,137,-1025,18.02383041,-32.47503281,-19.91030693,-0.239273578,-2.198088884,-0.174617261,17,200
2020/6/14,10:50:48,22.9030548,120.2728069,20.12,108,-136,-5,-147,214,-987,12.77663517,-37.39375305,-20.12080765,-0.122772865,-2.380808353,-0.187200814,17,200
