date,time,lat,lon,alt,x_gyro,y_gyro,z_gyro,x_acc,y_acc,z_acc,north,east,down,pitch,yaw,roll,wind_speed,wind_direction
2020/6/15,17:33:08,22.9021756,120.2733492,0.039,0,0,0,-10,31,-999,0.009083331,0.076605797,-0.039420128,-0.025919277,-0.518206,-0.023496132,17,280
2020/6/15,17:33:11,22.9021759,120.2733413,0.898,-177,48,-635,-121,46,-1032,0.036134183,-0.730374932,-0.898714066,-0.110242292,-0.594403207,-0.084481381,17,280
2020/6/15,17:33:14,22.9021885,120.2732694,5.646,-117,-30,-12,-149,62,-969,1.442246199,-8.105372429,-5.646229267,-0.216600806,-1.500108361,0.004885712,17,280
2020/6/15,17:33:17,22.9022043,120.273152,11.579,34,-28,7,-163,-1,-974,3.199021101,-20.14932632,-11.57905769,-0.168793529,-1.484359026,-0.019032452,17,280
2020/6/15,17:33:20,22.9022157,120.2730426,17.239,-51,38,-2,-92,29,-971,4.474694252,-31.36315918,-17.2393322,-0.16435346,-1.436346054,-0.003565255,17,280
2020/6/15,17:33:23,22.9022083,120.2729298,20.263,46,7,-45,-22,-19,-922,3.650472879,-42.93158722,-20.26304817,-0.15300642,-1.900837541,-0.015223834,17,280
2020/6/15,17:33:26,22.9021663,120.272819,20.402,20,-159,-9,-110,-23,-985,-1.041857958,-54.29256058,-20.40240669,-0.177726701,-2.03908968,-0.002538808,17,280
2020/6/15,17:33:29,22.9021184,120.2727177,20.123,62,61,102,-153,-1,-951,-6.373285294,-64.67829895,-20.12316704,-0.006203094,-2.005095005,0.028346606,17,280
2020/6/15,17:33:32,22.9021207,120.2726964,19.771,18,63,1124,-29,74,-911,-6.114429474,-66.85868835,-19.77122116,-0.090575576,-1.59378016,0.129718333,17,280
2020/6/15,17:33:35,22.9022093,120.2726941,19.879,-128,-33,-2,-79,96,-955,2.691835642,-66.98419952,-19.84093666,-0.132266134,-0.064335398,-0.089315914,17,280
2020/6/15,17:33:38,22.9023062,120.272687,20.183,89,36,591,-105,139,-965,14.54180336,-67.82583618,-20.18372536,0.010716313,0.357378691,0.077388726,17,280
2020/6/15,17:33:41,22.9023242,120.2727386,20.139,-35,-62,13,-31,27,-985,16.54963875,-62.5403862,-20.13918495,-0.096322358,1.466042399,-0.019788723,17,280
2020/6/15,17:33:44,22.9023231,120.2728501,20.168,35,89,-74,-51,85,-974,16.42320061,-51.09806061,-20.1688118,-0.068985909,1.485377312,-0.076310314,17,280
2020/6/15,17:33:47,22.9023267,120.2729928,20.182,51,16,-23,-33,25,-1011,16.82154465,-36.46762848,-20.18265152,-0.046017878,1.522986054,-0.066241279,17,280
2020/6/15,17:33:50,22.9023321,120.2731274,20.295,60,10,107,-59,37,-990,17.42170525,-22.67217255,-20.29501724,-0.076008841,1.518344402,-0.009906367,17,280
2020/6/15,17:33:53,22.9023353,120.2732686,20.755,-36,23,-25,-12,36,-1111,17.78614235,-8.184282303,-20.75587463,0.050678432,1.562293887,0.026363514,17,280
2020/6/15,17:33:56,22.9023367,120.2733196,25.755,0,-65,-23,-8,-18,-1001,17.93359184,-2.963297367,-25.75598145,0.070053548,1.541821957,0.007948242,17,280
2020/6/15,17:33:59,22.9023264,120.273321,29.747,108,1,11,43,-143,-1012,16.79023743,-2.815804005,-29.74728775,0.027870402,1.530478239,0.085094482,17,280
2020/6/15,17:34:02,22.9022596,120.2733316,30.119,-101,8,-39,87,-42,-1001,9.285834312,-1.711819291,-30.12091255,0.040933616,1.595592976,0.09028586,17,280
2020/6/15,17:34:05,22.9021754,120.2733515,30.201,199,31,118,59,-86,-1087,-0.021962345,0.316303372,-30.20198441,0.132952362,1.50639987,-0.179978713,17,280
2020/6/15,17:44:07,22.9030086,120.2730245,5.874,15,-79,-36,-187,-29,-980,-1.068333626,-11.38360023,-5.874392986,-0.176068068,-1.763129592,-0.006426719,17,280
2020/6/15,17:44:10,22.9029888,120.2729073,11.282,20,0,42,-127,-32,-981,-3.27107954,-23.40086365,-11.28277016,-0.159116745,-1.668432951,0.037904534,17,280
2020/6/15,17:44:13,22.9029778,120.2727851,16.639,102,29,-4,-186,18,-1008,-4.492391586,-35.9379921,-16.63901901,-0.153457597,-1.658252597,-0.010430184,17,280
2020/6/15,17:44:16,22.9029663,120.2726863,20.12,-14,57,-2,-56,18,-953,-5.772420406,-46.06830978,-20.12093925,0.029496539,-1.622321725,-0.007188647,17,280
2020/6/15,17:44:19,22.9029448,120.2726667,19.818,-72,11,76,-57,80,-976,-8.159763336,-48.0759697,-19.81821251,-0.00232809,-1.674769998,-0.0827251,17,280
2020/6/15,17:44:22,22.9028747,120.2726916,20.013,-70,6,-46,-93,40,-961,-15.98080444,-45.52698135,-20.01361847,-0.096760258,2.88593626,0.042537577,17,280
2020/6/15,17:44:25,22.902775,120.2727217,20.198,-64,266,-87,-106,-32,-1030,-27.07723808,-42.43449783,-20.19864845,-0.061255652,2.898174047,0.039700534,17,280
2020/6/15,17:44:28,22.9027022,120.2727917,20.144,40,130,-332,-27,-51,-1008,-35.177742,-35.25608826,-20.14478874,-0.008280994,1.694738388,-0.048048235,17,280
2020/6/15,17:44:31,22.9026985,120.2729031,19.87,20,-24,100,-4,-8,-961,-35.58964157,-23.83444977,-19.87060738,-0.00163704,1.527027488,0.001317089,17,280
2020/6/15,17:44:34,22.9027085,120.2730277,20.097,46,115,165,13,48,-999,-34.48338699,-11.05601311,-20.09702873,-0.027769744,1.518951297,-0.004080533,17,280
2020/6/15,17:44:37,22.9027135,120.2731335,21.958,121,46,11,9,-11,-1096,-33.92928314,-0.213323593,-21.95889091,0.103305303,1.47186172,-0.038727615,17,280
2020/6/15,17:44:40,22.9027204,120.273162,28.305,-131,-1,38,96,67,-880,-33.15166855,2.711256027,-28.30550957,0.107763037,1.504929423,-0.045591857,17,280
2020/6/15,17:44:43,22.9027436,120.2731622,30.166,-67,-14,27,153,80,-942,-30.57842255,2.730470657,-30.16612625,0.128517777,1.517463565,-0.124162219,17,280
2020/6/15,17:44:46,22.9028257,120.2731544,30.227,-124,11,2,121,181,-927,-21.43068504,1.932115555,-30.22756195,0.108803272,1.497124553,-0.131147459,17,280
2020/6/15,17:44:49,22.9029449,120.2731411,29.984,-9,10,-39,148,128,-900,-8.149290085,0.564317703,-29.98421288,0.105302669,1.469922423,-0.026043676,17,280
2020/6/15,17:44:52,22.9030106,120.273131,30.215,-91,-72,65,20,53,-970,-0.843496323,-0.464996338,-30.21550179,0.028498795,1.443769693,0.059899878,17,280
2020/6/15,17:47:17,22.9030171,120.2731301,19.686,120,-39,-1186,41,23,-931,0.029201508,-0.552497864,-19.68604851,0.122828886,0.829152167,-0.106810056,17,280
2020/6/15,17:47:20,22.9030137,120.2730875,20.407,110,-228,105,-87,-40,-899,-0.354344368,-4.921138763,-20.4075985,-0.152442202,-1.696353078,0.00239517,17,280
2020/6/15,17:47:23,22.9030083,120.2730257,20.31,150,-15,33,-131,-79,-988,-0.953534126,-11.25214767,-20.31082535,-0.135540336,-1.824589968,0.044792753,17,280
2020/6/15,17:47:26,22.9030011,120.2729696,19.998,3,0,37,-121,4,-1006,-1.751745224,-17.00772095,-19.99847221,-0.15438433,-1.816364646,0.003804389,17,280
2020/6/15,17:47:29,22.9029911,120.2729073,19.89,-35,-23,-102,-149,2,-1007,-2.867647171,-23.39189529,-19.89048004,-0.134880662,-1.673389196,0.021797832,17,280
2020/6/15,17:47:32,22.902985,120.2728503,19.977,-10,-6,84,-143,-14,-1043,-3.545274258,-29.24236298,-19.97755241,-0.104751326,-1.771791935,-0.00520793,17,280
2020/6/15,17:47:35,22.9029767,120.2727862,20.066,-39,-154,-130,-55,-59,-974,-4.474358082,-35.81178284,-20.06612396,-0.091482043,-1.720896244,-0.011777149,17,280
2020/6/15,17:47:38,22.9029698,120.2727293,20.022,56,65,107,-43,30,-975,-5.23629427,-41.65177917,-20.02294159,-0.07336086,-1.710510731,0.013303826,17,280
2020/6/15,17:47:41,22.9029602,120.2726691,20.049,141,10,22,-158,-80,-1036,-6.305241108,-47.81808853,-20.04937553,-0.003585219,-1.587616086,0.039200179,17,280
2020/6/15,17:47:44,22.9029378,120.2726726,19.729,109,205,346,47,-129,-1048,-8.795426369,-47.45876694,-19.72951126,-0.075150415,2.499500513,0.060674571,17,280
2020/6/15,17:47:47,22.9028946,120.272703,19.917,80,39,0,125,-62,-974,-13.615592,-44.34870911,-19.91724014,0.003418565,2.669548512,0.072304375,17,280
2020/6/15,17:47:50,22.9028486,120.2727318,20.081,25,26,27,16,-90,-1021,-18.73952103,-41.38764191,-20.08151054,0.000148378,2.642940998,0.050507374,17,280
2020/6/15,17:47:53,22.9028036,120.2727615,20.128,-10,66,-40,-21,-125,-1062,-23.74643326,-38.34112167,-20.12833214,0.01695453,2.62187624,0.068155415,17,280
2020/6/15,17:47:56,22.902754,120.2727902,20.135,-3,28,304,-10,-107,-1015,-29.26751709,-35.40792465,-20.13529205,-0.003813434,2.830484152,0.117845863,17,280
2020/6/15,17:47:59,22.9027071,120.2727942,20.115,75,50,-58,-16,-93,-1013,-34.49619293,-34.99233246,-20.11557007,-0.043303959,3.040591478,0.066041566,17,280
