Date,Time,Latitude,Longitude,Altitude (m)
2019-01-26,09:42:08,-53.84355564807937,108.50581264759046,10339.014961306391
2019-01-26,09:42:18,-53.81720916921143,108.51697814901824,10342.123580138825
2019-01-26,09:42:28,-53.790820242726745,108.52816039005997,10341.11642399066
2019-01-26,09:42:38,-53.76442522548749,108.53935859321368,10342.281133931832
2019-01-26,09:42:48,-53.73805337271709,108.55055056612156,10346.833256800812
2019-01-26,09:42:58,-53.711652785884496,108.5617658759422,10351.475810446427
2019-01-26,09:43:08,-53.685279140243544,108.57289959432084,10355.811521067311
2019-01-26,09:43:18,-53.65888583787357,108.584060293033,10359.703656624655
2019-01-26,09:43:28,-53.63248842348165,108.59514257747158,10357.322817089773
2019-01-26,09:43:38,-53.60610464370416,108.60623631789936,10357.207709679236
2019-01-26,09:43:48,-53.579733157504734,108.61725815696497,10358.394068389522
2019-01-26,09:43:58,-53.55334401557913,108.62832386357904,10359.062040496574
2019-01-26,09:44:08,-53.52695782181168,108.63937868510811,10362.444322348678
2019-01-26,09:44:18,-53.50056618550049,108.6503719670842,10365.089790245123
2019-01-26,09:44:28,-53.47416711394232,108.66138374347796,10366.059127156985
2019-01-26,09:44:38,-53.44774682253604,108.67243274997745,10364.75524959757
2019-01-26,09:44:48,-53.42134574151798,108.6834573636973,10363.909627664068
2019-01-26,09:44:58,-53.39493721109345,108.69446819021913,10364.492385411271
2019-01-26,09:45:08,-53.36854600434984,108.7054481935768,10367.411973538696
2019-01-26,09:45:18,-53.342171002665935,108.7164080041576,10368.299761741424
2019-01-26,09:45:28,-53.3158069982448,108.7273790079836,10373.699801859446
2019-01-26,09:45:38,-53.28945500263106,108.73827399448442,10377.499949784018
2019-01-26,09:45:48,-53.26311499694214,108.74918399620546,10381.900239625014
2019-01-26,09:45:58,-53.23676299502149,108.76003299910111,10387.200168470852
2019-01-26,09:46:08,-53.21045699950662,108.7708660044413,10391.200420058332
2019-01-26,09:46:18,-53.18416999984986,108.78178399980833,10395.300241346473
2019-01-26,09:46:28,-53.15788300144272,108.79268600409588,10396.7993240403
2019-01-26,09:46:38,-53.13166961364767,108.80344596990513,10397.50757808206
2019-01-26,09:46:48,-53.10543560515532,108.81427228195052,10397.685333187694
2019-01-26,09:46:58,-53.07921456626262,108.82511044554408,10398.469302720448
