Date,Time,Latitude,Longitude,Altitude (m),Altitude (ft)
2020-03-14,02:55:26,-34.035813927849084,151.1768181270156,533.7185843951739,1751.0452804270628
2020-03-14,02:55:36,-34.04586366941358,151.17983765291868,579.3120336844363,1900.6300925932455
2020-03-14,02:55:46,-34.05589831262223,151.1834206139376,709.6009236133565,2328.087094227645
2020-03-14,02:55:56,-34.06582234822604,151.18705947112664,859.992696650742,2821.49843887962
2020-03-14,02:56:06,-34.07568360926798,151.19064311217144,998.8214930007553,3276.9735070965985
2020-03-14,02:56:16,-34.08560634500918,151.19420662328736,1094.9929628089078,3592.4967121019763
2020-03-14,02:56:26,-34.09570765224771,151.1977911757455,1178.2464195590314,3865.6379831460513
2020-03-14,02:56:36,-34.10601439280645,151.20157346673685,1254.279799680207,4115.091337982811
2020-03-14,02:56:46,-34.11568909924027,151.20755486307738,1328.0209117559004,4357.024128125227
2020-03-14,02:56:56,-34.12288100406927,151.21770642763138,1410.037355108123,4626.106956132933
2020-03-14,02:57:06,-34.12682229763639,151.23066260022807,1472.909891581843,4832.381688697372
2020-03-14,02:57:16,-34.12689362960943,151.24502668319923,1534.524349227096,5034.528865918224
2020-03-14,02:57:26,-34.12304292057562,151.25928378711896,1614.054114688049,5295.453301633135
2020-03-14,02:57:36,-34.11681645675156,151.27268911168798,1696.4884950752296,5565.907314182616
2020-03-14,02:57:46,-34.11002672913638,151.28597074627567,1781.503175776943,5844.826879216026
2020-03-14,02:57:56,-34.10300760460905,151.29966239187934,1822.7335245864165,5980.097056804099
2020-03-14,02:58:06,-34.09576666367118,151.31386288227964,1857.0333299842923,6092.629230345667
2020-03-14,02:58:16,-34.088361871276405,151.32856415534474,1891.4617114332896,6205.583241338793
2020-03-14,02:58:26,-34.08077133565,151.34377843150406,1933.9892553856116,6345.109308639328
2020-03-14,02:58:36,-34.07304753058472,151.3594391722535,1971.6248879114476,6468.585797255394
2020-03-14,02:58:46,-34.0651996565676,151.3756090208808,2020.9906166037397,6630.546854578212
2020-03-14,02:58:56,-34.057219461198514,151.3921491677928,2076.2426046511164,6811.819787043569
2020-03-14,02:59:06,-34.0490903628533,151.40903257689072,2140.797339993516,7023.613544944326
2020-03-14,02:59:16,-34.04086203540338,151.4260860843816,2241.098974571348,7352.687159732659
2020-03-14,02:59:26,-34.032711195378106,151.44305680207137,2391.237961003936,7845.269151980154
2020-03-14,02:59:36,-34.024869267373255,151.45971682823344,2585.065323057046,8481.18571449848
2020-03-14,02:59:46,-34.01730588038323,151.47624229868416,2735.7266126886093,8975.481299973295
2020-03-14,02:59:56,-34.00990929034549,151.4928404098756,2826.1373466903187,9272.104452515468
2020-03-14,03:00:06,-34.00265142722449,151.50983435031063,2876.216854603098,9436.407305256029
2020-03-14,03:00:16,-33.99539840762782,151.5271359172227,2940.190652430384,9646.295100119702
2020-03-14,03:00:26,-33.988231914044384,151.5447220321761,3024.0605517132026,9921.458820482743
2020-03-14,03:00:36,-33.981096928549896,151.56246642755497,3122.318965341706,10243.828954251683
2020-03-14,03:00:46,-33.97393795567665,151.5803907928891,3219.745276171081,10563.469091873128
2020-03-14,03:00:56,-33.966722488760595,151.59837812392286,3313.541616552032,10871.19987724857
2020-03-14,03:01:06,-33.959472012560965,151.6165220901419,3389.0180146697057,11118.825863248958
2020-03-14,03:01:16,-33.95221432318086,151.63475962630687,3489.316383662488,11447.888764175235
2020-03-14,03:01:26,-33.94493265194779,151.65296036233508,3591.037331634676,11781.618919120308
2020-03-14,03:01:36,-33.93761168998031,151.67125718287826,3672.7079040368817,12049.566999880357
2020-03-14,03:01:46,-33.93023880423709,151.6896353682291,3761.3834344418274,12340.497227054124
2020-03-14,03:01:56,-33.92284530142006,151.7081225718348,3837.240282223568,12589.371407530372
2020-03-14,03:02:06,-33.91543579103847,151.72675164469842,3912.1532454407793,12835.148853771929
2020-03-14,03:02:16,-33.90796472783638,151.74552067347486,3985.0034516238898,13074.15872422572
2020-03-14,03:02:26,-33.90045163329881,151.76444757706892,4046.41937286185,13275.654535260075
2020-03-14,03:02:36,-33.892866332080324,151.78358453116687,4115.395006591017,13501.952553424073
2020-03-14,03:02:46,-33.88521009814156,151.80274147245464,4202.9310065239215,13789.144163443943
2020-03-14,03:02:56,-33.87751797045377,151.82207138964012,4253.030827752477,13953.51366092344
2020-03-14,03:03:06,-33.869794494445486,151.84156318786316,4345.496533950979,14256.87884844773
2020-03-14,03:03:16,-33.86208925169213,151.86097820317363,4450.177089447944,14600.319002144392
2020-03-14,03:03:26,-33.85439254108815,151.8804160837687,4512.805576554864,14805.793047784262
2020-03-14,03:03:36,-33.84665131751873,151.9000411820414,4580.258578276587,15027.09555395296
2020-03-14,03:03:46,-33.83890007872013,151.9197101263601,4674.676313445027,15336.865036202978
2020-03-14,03:03:56,-33.83124376497655,151.9393748383973,4778.261570020796,15676.711689387032
2020-03-14,03:04:06,-33.82359581955459,151.95911305311742,4848.018148254715,15905.57186152
2020-03-14,03:04:16,-33.815945880947496,151.97902667253058,4906.112219912949,16096.1692155792
2020-03-14,03:04:26,-33.80824955541168,151.99907460712063,4974.304103464605,16319.895874810818
2020-03-14,03:04:36,-33.80046398963946,152.01923176740632,5047.532670498725,16560.147086679037
2020-03-14,03:04:46,-33.79271276848679,152.03943895762745,5133.0036662865905,16840.5637484997
2020-03-14,03:04:56,-33.78574749778107,152.06012930979233,5219.593267959175,17124.65037725118
2020-03-14,03:05:06,-33.78085133434521,152.08180687304517,5306.409986241637,17409.48213926101
2020-03-14,03:05:16,-33.777245476047,152.10396611637822,5390.855876567847,17686.535594078854
2020-03-14,03:05:26,-33.77365707924871,152.126131253781,5473.615672287694,17958.05724226836
2020-03-14,03:05:36,-33.76973400109048,152.14826260522756,5531.438495662135,18147.76467410816
2020-03-14,03:05:46,-33.76564790821027,152.17056010759902,5560.804969770918,18244.11137702322
2020-03-14,03:05:56,-33.761504075619676,152.19303712892938,5629.484080912872,18469.436552022184
2020-03-14,03:06:06,-33.757303820993556,152.21557581059844,5705.454153281518,18718.682204252134
2020-03-14,03:06:16,-33.75309481475887,152.23816765651276,5774.28074285278,18944.491232381115
2020-03-14,03:06:26,-33.74891766884511,152.26088102227962,5831.528063267055,19132.31053108909
2020-03-14,03:06:36,-33.7447496631975,152.2836047487937,5908.634126766418,19385.283188460337
2020-03-14,03:06:46,-33.7405527768889,152.30645735402243,5971.7178729932975,19592.250866431335
2020-03-14,03:06:56,-33.736396709453594,152.3293148534215,6054.212712990022,19862.90323728618
2020-03-14,03:07:06,-33.73224540241217,152.35213407113488,6136.38931303292,20132.511513770925
2020-03-14,03:07:16,-33.72803278369346,152.37512879193974,6165.926363659081,20229.417850947262
2020-03-14,03:07:26,-33.7237397686089,152.39839275908005,6188.816560863982,20304.516925544984
2020-03-14,03:07:36,-33.7193934792486,152.42186502394603,6217.293377338988,20397.944804108847
2020-03-14,03:07:46,-33.71501157708662,152.44556323961493,6245.188606071098,20489.464586342303
2020-03-14,03:07:56,-33.71059163639182,152.46948900452793,6274.858956506869,20586.80825886599
2020-03-14,03:08:06,-33.70613984925066,152.49361038662255,6295.968303641339,20656.064649318658
2020-03-14,03:08:16,-33.70161639514739,152.51801193014992,6321.004168899954,20738.203317493724
2020-03-14,03:08:26,-33.6970342486006,152.54261578501342,6336.694943712877,20789.68223913095
2020-03-14,03:08:36,-33.69244190747188,152.5674958689477,6353.134218001943,20843.61686778949
2020-03-14,03:08:46,-33.68779010507544,152.59261085822524,6376.922227512029,20921.66152091056
2020-03-14,03:08:56,-33.683095628324054,152.61788061752165,6435.699731076119,21114.501105703777
2020-03-14,03:09:06,-33.678402122701,152.6432414231698,6492.438325542866,21300.651355974056
2020-03-14,03:09:16,-33.67368939741085,152.6686306747301,6554.235911030119,21503.39934634405
2020-03-14,03:09:26,-33.66895323356102,152.69406677714844,6616.129388983707,21706.461944553303
2020-03-14,03:09:36,-33.664187271547476,152.71954192861187,6663.052940262118,21860.41060852957
2020-03-14,03:09:46,-33.65939688344764,152.74509534594526,6712.7593033443545,22023.48923278429
2020-03-14,03:09:56,-33.65451728108758,152.77069031261712,6762.727658946454,22187.42741257788
2020-03-14,03:10:06,-33.649688628066706,152.79634776753076,6816.539350673502,22363.974963263652
2020-03-14,03:10:16,-33.644921466155914,152.8220519700364,6873.291287612276,22550.168988049856
2020-03-14,03:10:26,-33.64011143214435,152.84782413693614,6921.6979112118015,22708.983375020125
2020-03-14,03:10:36,-33.63519463291779,152.87370197105773,6943.712836882409,22781.210823757283
2020-03-14,03:10:46,-33.63024625502818,152.89978859538547,6964.377542190477,22849.008415520195
2020-03-14,03:10:56,-33.625258419946135,152.92604869964717,6988.249199026902,22927.32750213542
2020-03-14,03:11:06,-33.62028756257247,152.95241562449104,7039.046561089307,23093.98551948424
2020-03-14,03:11:16,-33.61529262536592,152.97879779810532,7103.750069610757,23306.267378381763
2020-03-14,03:11:26,-33.61027693026657,153.0052567295109,7156.011995101404,23477.73039400849
2020-03-14,03:11:36,-33.605282779167666,153.03179935512327,7186.51435404116,23577.8037533124
2020-03-14,03:11:46,-33.60022881636853,153.05843227967392,7218.294590793494,23682.06962525893
2020-03-14,03:11:56,-33.595133015829525,153.08519790422403,7258.863876504416,23815.17096059075
2020-03-14,03:12:06,-33.59001472064948,153.1119779213771,7295.2376474013645,23934.50748310029
2020-03-14,03:12:16,-33.58482937536794,153.13881088897773,7349.057192692046,24111.08080007176
2020-03-14,03:12:26,-33.57967578190585,153.1656700516233,7407.056010685273,24301.36564209667
2020-03-14,03:12:36,-33.574500661671195,153.19256577402152,7457.510350185389,24466.898257302237
2020-03-14,03:12:46,-33.56936780867559,153.21945958742913,7525.727637760288,24690.708263069468
2020-03-14,03:12:56,-33.564268215649626,153.24630923021294,7595.32769501903,24919.05491492623
2020-03-14,03:13:06,-33.55912690104755,153.2730944579806,7656.837488415348,25120.858705492607
2020-03-14,03:13:16,-33.55396844262494,153.2999261134179,7688.047282048211,25223.253044835055
2020-03-14,03:13:26,-33.54877149946445,153.32692881720942,7704.923981566994,25278.622795684256
2020-03-14,03:13:36,-33.54351890940242,153.35406967633082,7723.0373513727245,25338.04986387769
2020-03-14,03:13:46,-33.53822532984977,153.38137650492115,7749.411286597235,25424.57852551967
2020-03-14,03:13:56,-33.532887878418265,153.40881170075474,7774.535032128502,25507.005514808472
2020-03-14,03:14:06,-33.52754191773049,153.4363473646895,7810.3804991843235,25624.608756943893
2020-03-14,03:14:16,-33.522190818949554,153.4639113999783,7852.368450920614,25762.364508518385
2020-03-14,03:14:26,-33.51682318615718,153.49153153719212,7897.615988253769,25910.814438902496
2020-03-14,03:14:36,-33.51143246614448,153.51916685684304,7937.255936918183,26040.86676807865
2020-03-14,03:14:46,-33.50600659557829,153.54683688299613,7975.505294338984,26166.356789879108
2020-03-14,03:14:56,-33.50057251226212,153.5746082999503,8003.642967223843,26258.67199258667
2020-03-14,03:15:06,-33.49514099347814,153.6024610904959,8036.965599992728,26367.99821908014
2020-03-14,03:15:16,-33.48968075471111,153.63040730360302,8070.698231734876,26478.669586605047
2020-03-14,03:15:26,-33.48424823969784,153.65841090626589,8121.319281282359,26644.749150802407
2020-03-14,03:15:36,-33.478780975335866,153.6864155268967,8159.624045929323,26770.42095484676
2020-03-14,03:15:46,-33.4732823321071,153.7144533911623,8194.880158441132,26886.090619020004
2020-03-14,03:15:56,-33.467757955478945,153.74252820102225,8231.364273022918,27005.78916150452
2020-03-14,03:16:06,-33.462226077537984,153.77073730049054,8248.69012151695,27062.632498277675
2020-03-14,03:16:16,-33.45664376907464,153.7990200026977,8278.720759796213,27161.158217569813
2020-03-14,03:16:26,-33.451051402987986,153.82729245976162,8320.362186573184,27297.77707619676
2020-03-14,03:16:36,-33.44546255857364,153.8556300266657,8352.519613614615,27403.280449131373
2020-03-14,03:16:46,-33.439821172562986,153.88397166974943,8383.008335822135,27503.3090684987
2020-03-14,03:16:56,-33.434185375162095,153.9123751890943,8413.371923382882,27602.927141111497
2020-03-14,03:17:06,-33.42850686429083,153.94087276160624,8441.324655578876,27694.6355830094
2020-03-14,03:17:16,-33.42281920975696,153.96939301460003,8482.818137756298,27830.76905907637
2020-03-14,03:17:26,-33.417149089559764,153.9979419077002,8531.862803263917,27991.67675946039
2020-03-14,03:17:36,-33.411484306936195,154.02648747238914,8580.631291479674,28151.678366338172
2020-03-14,03:17:46,-33.40580716067718,154.05506884813488,8615.1040957457,28264.778121486324
2020-03-14,03:17:56,-33.400104765457186,154.08367065383422,8648.359229986374,28373.88289610849
2020-03-14,03:18:06,-33.394397151915726,154.1123733733586,8667.165766696415,28435.584134008277
2020-03-14,03:18:16,-33.38868919114023,154.14110514298656,8702.772448397282,28552.403959599735
2020-03-14,03:18:26,-33.38294847470399,154.16981356010453,8749.737693008416,28706.489412729738
2020-03-14,03:18:36,-33.377172448404984,154.19855528346645,8778.947576088396,28802.322365533848
2020-03-14,03:18:46,-33.37136559773612,154.2273399079196,8796.260069609345,28859.121886777124
2020-03-14,03:18:56,-33.36554364392173,154.25617857810312,8825.897140747473,28956.356375249936
2020-03-14,03:19:06,-33.359700394613135,154.28500365809722,8867.163367857427,29091.744263801367
2020-03-14,03:19:16,-33.35388036779882,154.3137965263605,8913.672879598433,29244.33453030172
2020-03-14,03:19:26,-33.34805191370599,154.34259760049667,8948.22395755151,29357.691088893294
2020-03-14,03:19:36,-33.34225153417658,154.37138442004294,8981.151971847603,29465.722635316488
2020-03-14,03:19:46,-33.336419733707686,154.400205887366,9012.183936091576,29567.533544886675
2020-03-14,03:19:56,-33.33055550675219,154.42906977324947,9053.42039411397,29702.823765824876
2020-03-14,03:20:06,-33.32468757210802,154.4579767371229,9070.667554170472,29759.408938424654
2020-03-14,03:20:16,-33.318814719909795,154.48695406912216,9090.501195805904,29824.479943247832
2020-03-14,03:20:26,-33.312940360642884,154.51598387956412,9102.662776704656,29864.380144323703
2020-03-14,03:20:36,-33.30699880242244,154.5450836012257,9115.781672374043,29907.421141991657
2020-03-14,03:20:46,-33.3010746361285,154.5741486102867,9148.30964662822,30014.140221043726
2020-03-14,03:20:56,-33.29513940609134,154.6032100705448,9174.702859254614,30100.73212875691
2020-03-14,03:21:06,-33.28918727188682,154.6322399989835,9202.56638365083,30192.147894136993
2020-03-14,03:21:16,-33.2832602370111,154.66126290255193,9229.655754172902,30281.023784520625
2020-03-14,03:21:26,-33.277341240495055,154.6903001455405,9257.917113557472,30373.744782843896
2020-03-14,03:21:36,-33.27138454219174,154.71933154993334,9282.898454388627,30455.704565096385
2020-03-14,03:21:46,-33.265404967324855,154.7483818060629,9296.485196008687,30500.280490473135
2020-03-14,03:21:56,-33.259383961599646,154.77748903567272,9309.717655164752,30543.69407177072
2020-03-14,03:22:06,-33.25333677652851,154.8066482645606,9333.20891528486,30620.765137623188
2020-03-14,03:22:16,-33.247307710869265,154.8358999173355,9366.299818377964,30729.331096127167
2020-03-14,03:22:26,-33.241256933702196,154.865157855787,9394.81434883884,30822.882708244422
2020-03-14,03:22:36,-33.235204752554054,154.89449323928127,9409.418786938257,30870.797532938508
2020-03-14,03:22:46,-33.22912912178181,154.92389491448378,9423.79426474638,30917.96117555051
2020-03-14,03:22:56,-33.22302293233194,154.95333780892884,9433.553411244222,30949.979373746493
2020-03-14,03:23:06,-33.21687958141246,154.9828565170536,9441.342254859022,30975.53332343168
2020-03-14,03:23:16,-33.21074086733888,155.0123840194115,9453.502493067,31015.429119353936
2020-03-14,03:23:26,-33.204577181482605,155.04189160123977,9486.75775041575,31124.534297874015
2020-03-14,03:23:36,-33.198420919851166,155.0714035367556,9529.29950801049,31264.106997861138
2020-03-14,03:23:46,-33.192261184890015,155.10083703511782,9574.810799879044,31413.422264675155
2020-03-14,03:23:56,-33.18612584625899,155.130187759314,9625.935212195376,31581.15328157907
2020-03-14,03:24:06,-33.180033977397,155.15946210520968,9670.359445386315,31726.90208280124
2020-03-14,03:24:16,-33.173951446701444,155.18872228513882,9703.413970968795,31835.348692513267
2020-03-14,03:24:26,-33.1678092910381,155.21797139572828,9729.798581234278,31921.91237725667
2020-03-14,03:24:36,-33.161651501460334,155.24722299538467,9756.81447716721,32010.547209269273
2020-03-14,03:24:46,-33.15550785974806,155.27647411259838,9792.838671417549,32128.736826733548
2020-03-14,03:24:56,-33.14938600776201,155.30570050738217,9831.363172580275,32255.129551128277
2020-03-14,03:25:06,-33.14326130304112,155.3349234873975,9866.88079751925,32371.657195733063
2020-03-14,03:25:16,-33.13710785870408,155.3641221080882,9898.558965879474,32475.588197616013
2020-03-14,03:25:26,-33.130927158227934,155.39325668302672,9940.000250466526,32611.5504217406
2020-03-14,03:25:36,-33.12474583690053,155.4223330255308,9988.244240253973,32769.83123319484
2020-03-14,03:25:46,-33.11854687255666,155.4513567879967,10031.63772557799,32912.19831558529
2020-03-14,03:25:56,-33.112403984818364,155.48029510209994,10073.735147050653,33050.31321984966
2020-03-14,03:26:06,-33.10627222480159,155.50917807930958,10116.82603348322,33191.68752369309
2020-03-14,03:26:16,-33.1001265763808,155.53803999164384,10145.154635670357,33284.62913489273
2020-03-14,03:26:26,-33.09398156975198,155.56690246451365,10173.256370628742,33376.8264310136
2020-03-14,03:26:36,-33.087813845389974,155.59577138724188,10198.324015896986,33459.06936431547
2020-03-14,03:26:46,-33.081651517857324,155.62465660777394,10221.02580917885,33533.55031578634
2020-03-14,03:26:56,-33.07543597488753,155.65352702025731,10243.923756286513,33608.67481657503
2020-03-14,03:27:06,-33.069240736081234,155.68238799428758,10269.712390572771,33693.28319948677
2020-03-14,03:27:16,-33.06307996098271,155.71120414737106,10314.36971525724,33839.79673660456
2020-03-14,03:27:26,-33.05691865787124,155.73995199264698,10358.309639476993,33983.95659758171
2020-03-14,03:27:36,-33.05076852918855,155.768676484208,10386.975425148055,34078.004453842754
2020-03-14,03:27:46,-33.04459014377444,155.79737854607745,10407.90799731626,34146.68087391508
2020-03-14,03:27:56,-33.038457385071204,155.82602709423628,10413.610914944406,34165.39123418621
2020-03-14,03:28:06,-33.03230408483634,155.85463807148636,10411.28326860204,34157.754598960324
2020-03-14,03:28:16,-33.02612321748269,155.88320213379097,10410.862877873196,34156.3753642415
2020-03-14,03:28:26,-33.01992835257625,155.91178144076562,10414.55287418336,34168.48165173574
2020-03-14,03:28:36,-33.01376019027327,155.94039102458385,10417.949222684134,34179.62452775101
2020-03-14,03:28:46,-33.00756559988313,155.96905610586876,10421.179128733254,34190.221332713205
2020-03-14,03:28:56,-33.001356367968405,155.9977269283316,10423.447709026766,34197.66418168337
2020-03-14,03:29:06,-32.995117945734016,156.02642714871166,10427.03093041287,34209.42015773576
2020-03-14,03:29:16,-32.98886036674146,156.05516990473853,10430.68541543733,34221.4099383834
2020-03-14,03:29:26,-32.98262739469428,156.0839155092982,10432.01658670155,34225.77729831391
2020-03-14,03:29:36,-32.97636587541605,156.1126640351079,10431.742076414885,34224.876673985
2020-03-14,03:29:46,-32.9700634913936,156.14142455390484,10430.99799122774,34222.43544953962
2020-03-14,03:29:56,-32.963787682490484,156.1702268827347,10428.94648554676,34215.70478764125
2020-03-14,03:30:06,-32.95749835056747,156.19905300210786,10430.38816915254,34220.43472088241
2020-03-14,03:30:16,-32.9511776200827,156.22787563495598,10428.965463583883,34215.767051544564
2020-03-14,03:30:26,-32.94487028434541,156.25672148397865,10428.33454089862,34213.69709516183
2020-03-14,03:30:36,-32.9385529860557,156.28557694795202,10425.810016038336,34205.41453301922
2020-03-14,03:30:46,-32.932220935440526,156.31441655084694,10425.312204931242,34203.781294426626
2020-03-14,03:30:56,-32.925880342907476,156.34323910821152,10422.006183960191,34192.93476858396
2020-03-14,03:31:06,-32.91951869067548,156.37205496304216,10421.131510057518,34190.065103457106
2020-03-14,03:31:16,-32.913165824044526,156.40086204082735,10422.080109041188,34193.177304946694
2020-03-14,03:31:26,-32.90680213030402,156.4296717794612,10424.913514652146,34202.47325541134
2020-03-14,03:31:36,-32.90040711575286,156.4584731552808,10424.56195569086,34201.31984670879
2020-03-14,03:31:46,-32.89400903884589,156.4872521705871,10424.703025164768,34201.78267308158
2020-03-14,03:31:56,-32.88760665004109,156.51603899120263,10424.089930111357,34199.77120630654
2020-03-14,03:32:06,-32.881230091747256,156.5447919782112,10420.094874835542,34186.66406915544
2020-03-14,03:32:16,-32.87482493926116,156.5735315903921,10419.176494381089,34183.65100982525
2020-03-14,03:32:26,-32.86840617433585,156.6022563961764,10419.746806726524,34185.522113380655
2020-03-14,03:32:36,-32.86201043552534,156.63098014270338,10420.989730200468,34189.599946430906
2020-03-14,03:32:46,-32.855615069506804,156.65971347238195,10418.23355112653,34180.55736387797
2020-03-14,03:32:56,-32.849192128050284,156.68843033030896,10416.082124347477,34173.498876844176
2020-03-14,03:33:06,-32.84278319127189,156.71713234826413,10413.979482415458,34166.600445087926
2020-03-14,03:33:16,-32.83637203186729,156.7458108962632,10414.51987821291,34168.37339723604
2020-03-14,03:33:26,-32.82994733933702,156.77449029370484,10416.69249278796,34175.501398038454
2020-03-14,03:33:36,-32.82353803693619,156.8031480882857,10416.943485996351,34176.32486659626
2020-03-14,03:33:46,-32.817110740131056,156.83176238941175,10420.037480931684,34186.47576893991
2020-03-14,03:33:56,-32.81067293395132,156.86039757644002,10420.762883322495,34188.855698119776
2020-03-14,03:34:06,-32.80425127482232,156.8890004092971,10419.663774202165,34185.24969695343
2020-03-14,03:34:16,-32.79781729804053,156.9176100067144,10420.810489568752,34189.011886596745
2020-03-14,03:34:26,-32.79137948161829,156.946212612708,10424.100078805814,34199.804502549276
2020-03-14,03:34:36,-32.78493658647906,156.97480051580874,10426.209729461689,34206.72592880708
2020-03-14,03:34:46,-32.778463469375765,157.0033878789744,10429.139932448228,34216.33945597345
2020-03-14,03:34:56,-32.7720083900196,157.0319734540395,10434.996946817811,34235.55538299774
2020-03-14,03:35:06,-32.76556312928793,157.06056849627157,10437.381366249512,34243.37828164605
2020-03-14,03:35:16,-32.75907689631725,157.08917989582213,10439.011974649566,34248.72804690928
2020-03-14,03:35:26,-32.752592544847936,157.11780348306192,10437.733710484345,34244.53426670546
2020-03-14,03:35:36,-32.746087929848024,157.14644384558687,10438.754052487664,34247.88184556364
2020-03-14,03:35:46,-32.73955942237845,157.1750928829851,10435.472838120688,34237.11670621987
2020-03-14,03:35:56,-32.732987362972224,157.20376643619176,10431.18356425043,34223.044284935386
2020-03-14,03:36:06,-32.72642339023936,157.23246901340082,10427.67747961896,34211.541382233074
2020-03-14,03:36:16,-32.71987163302788,157.26115502600558,10427.861208304272,34212.144166652986
2020-03-14,03:36:26,-32.71332119375403,157.28985459343542,10427.0610283304,34209.51890418752
2020-03-14,03:36:36,-32.70676076035119,157.31856536034755,10428.559848619583,34214.43629374507
2020-03-14,03:36:46,-32.70019225482233,157.3472898938013,10431.99308231698,34225.70018418885
2020-03-14,03:36:56,-32.69360562749521,157.37602849048136,10437.270276418743,34243.01381368567
2020-03-14,03:37:06,-32.68699599655122,157.40479307875597,10437.562511127882,34243.97258900881
2020-03-14,03:37:16,-32.68038248919454,157.43354066887434,10439.112843021754,34249.0589798995
2020-03-14,03:37:26,-32.67375708655856,157.46225743468324,10443.131996855727,34262.245180564154
2020-03-14,03:37:36,-32.66714749664196,157.49095888499374,10445.011313123325,34268.410916547524
2020-03-14,03:37:46,-32.66053864491353,157.51965316769352,10440.863173106458,34254.80153285458
2020-03-14,03:37:56,-32.65390615016599,157.54830799876748,10434.393976887792,34233.57713513254
2020-03-14,03:38:06,-32.647272173183794,157.57697308948855,10431.090387604256,34222.738587267544
2020-03-14,03:38:16,-32.64063413782951,157.6055978333117,10423.15933492383,34196.71807239149
2020-03-14,03:38:26,-32.63399244434217,157.6341924703911,10415.451448274009,34171.4297295553
2020-03-14,03:38:36,-32.62736935434044,157.66275017404445,10408.901101267238,34149.93908908161
