Date,Time,Latitude,Longitude,Altitude (m),Altitude (ft)
2020-03-14,02:48:26,-33.93461599823942,151.1691130005728,23.000517626293004,75.46101824904714
2020-03-14,02:48:29,-33.934666000259426,151.1691280004551,22.8005529968068,74.80496629404362
2020-03-14,02:48:31,-33.93470799697105,151.1691279975498,22.60009008459747,74.14727955315075
2020-03-14,02:48:33,-33.93474599715018,151.16914400121343,22.599892920814455,74.14663269032489
2020-03-14,02:48:35,-33.93478800048089,151.1691590001704,22.400137197226286,73.49126612214789
2020-03-14,02:48:37,-33.93482999980817,151.1691889975252,22.299567494541407,73.16131301879123
2020-03-14,02:48:39,-33.934872001315824,151.16920499873206,22.100119806826115,72.50695706702739
2020-03-14,02:48:41,-33.93490999809308,151.1692350056068,22.000182489864528,72.17907872004714
2020-03-14,02:48:43,-33.9349480009957,151.16924999594517,21.600089910440147,70.86643898176845
2020-03-14,02:48:45,-33.93498600367706,151.16929600174458,21.800124952569604,71.52272194938845
2020-03-14,02:48:47,-33.93501700111817,151.16934199625084,22.099904810078442,72.50625169709775
2020-03-14,02:48:49,-33.93503599644898,151.1693879975557,21.700245392508805,71.19503309355859
2020-03-14,02:48:51,-33.93505900331426,151.16944900080966,21.300273346714675,69.88278880683538
2020-03-14,02:48:53,-33.93507799700263,151.16952500079736,20.599948301911354,67.58513438684285
2020-03-14,02:48:55,-33.93509300182824,151.1695710012419,19.899783073924482,65.2880043002544
2020-03-14,02:48:57,-33.93510099957004,151.16964699418693,19.29966333322227,63.31910745016895
2020-03-14,02:48:59,-33.935108001378524,151.16970799728506,18.99986279103905,62.335509839352554
2020-03-14,02:49:01,-33.93511999862171,151.16978499940112,19.10002143215388,62.664114315467735
2020-03-14,02:49:03,-33.93511599510216,151.16987599921302,18.90017885901034,62.00846280779548
2020-03-14,02:49:05,-33.93510800104324,151.16995199795744,17.900059492327273,58.72723118480701
2020-03-14,02:49:07,-33.93509300119529,151.1700440023686,17.200396357104182,56.431748384241686
2020-03-14,02:49:09,-33.93508099976711,151.17011999919742,17.00061466731131,55.776296625101644
2020-03-14,02:49:11,-33.93507000476049,151.17021200363692,16.299950423650444,53.47752934792932
2020-03-14,02:49:13,-33.93505500077726,151.17028799790373,15.500655796378851,50.855171562991586
