Date,Time,Latitude,Longitude,Altitude (m),Altitude (ft)
2019-01-29,01:05:31,-33.96419900272788,151.18041999444566,18.300177577883005,60.03995460462168
2019-01-29,01:05:41,-33.96381399915904,151.1805569976518,18.100355276837945,59.384369606461
2019-01-29,01:05:51,-33.9632070045216,151.18035899682738,20.699980864301324,67.91332521883436
2019-01-29,01:06:01,-33.96130799828589,151.17990099903028,24.100125377066433,79.06865534209464
2019-01-29,01:06:12,-33.9570499980691,151.17886400339881,24.19975635316223,79.39552863370876
2019-01-29,01:06:22,-33.951412004544245,151.17741400040182,22.49974579922855,73.818066007941
2019-01-29,01:06:32,-33.94427100111852,151.17555200110044,22.100352292880416,72.50771981657378
2019-01-29,01:06:42,-33.935885998158696,151.1733089981065,49.099528583697975,161.08769735853966
2019-01-29,01:06:52,-33.927166001964224,151.17094400585262,159.60020354390144,523.6227317949736
2019-01-29,01:07:02,-33.9185370053909,151.16853300156595,281.19997808896005,922.5721361133836
2019-01-29,01:07:12,-33.90973699757658,151.16601599618645,372.10021863132715,1220.8012812944035
2019-01-29,01:07:23,-33.89997500360531,151.1623989981344,492.90002428460866,1617.1261156739154
2019-01-29,01:07:33,-33.89121200273743,151.15876799966694,593.2003756640479,1946.1955204936348
2019-01-29,01:07:43,-33.88246199801412,151.15504499892904,651.4002325804904,2137.139939059376
2019-01-29,01:07:53,-33.873592003988676,151.15135199800127,708.8998597227037,2325.787015772635
2019-01-29,01:08:03,-33.864601001589094,151.14790300116314,783.2005461007357,2569.5556796691376
2019-01-29,01:08:13,-33.8556330028098,151.14469900002044,861.999792017974,2828.0833976442495
2019-01-29,01:08:24,-33.84584400258813,151.14070100312134,915.00014722161,3001.969083010547
2019-01-29,01:08:34,-33.838336999177194,151.1338200034366,939.0994230536744,3081.034951131417
2019-01-29,01:08:44,-33.83354199974562,151.12417599985352,974.5995472697541,3197.5051786645
2019-01-29,01:08:54,-33.83098600044107,151.11344899861894,1033.799929398112,3391.732160366502
2019-01-29,01:09:04,-33.828777003589806,151.10237099865333,1070.0002043191344,3510.4994703383886
2019-01-29,01:09:14,-33.82655700202278,151.09080500682688,1109.3004534849897,3639.4372998116937
