Date,Time,Latitude,Longitude,Altitude (m),Altitude (ft)
2019-01-31,21:21:28,13.44044700256101,-89.05826600390834,32.29964033141732,105.9699519849272
2019-01-31,21:21:33,13.439047000302041,-89.06206499571284,49.4003139520064,162.07452602630067
2019-01-31,21:21:42,13.43647299702481,-89.06881700194486,161.79951022472233,530.838305125678
2019-01-31,21:21:48,13.434857997798044,-89.07329599641507,238.5001524593681,782.4808401947932
2019-01-31,21:21:53,13.43346999979342,-89.07701100214359,305.4000799562782,1001.9687983237558
2019-01-31,21:21:58,13.432062999051913,-89.08071100114714,370.10004465002567,1214.2390304895903
2019-01-31,21:22:03,13.430671997266229,-89.08438900254573,437.100015912205,1434.0552162053987
2019-01-31,21:22:08,13.429288002842291,-89.08806599662584,504.49999269191176,1655.1837560233319
2019-01-31,21:22:13,13.428006998709792,-89.09175099961446,578.3000635262579,1897.3099804194878
2019-01-31,21:22:18,13.42662700283686,-89.09555099649172,627.8002099944279,2059.712040958119
2019-01-31,21:22:23,13.42524199974873,-89.09950999675723,666.3002985306084,2186.024671431161
2019-01-31,21:22:29,13.423556999156112,-89.10442399765175,716.200267104432,2349.7384843269047
2019-01-31,21:22:34,13.422089998803788,-89.10868799920317,763.6995524493977,2505.576039658082
2019-01-31,21:22:39,13.42050299741251,-89.1131590011442,801.8002934269607,2630.57847468691
2019-01-31,21:22:44,13.418847998921416,-89.11774400042857,840.2998465560377,2756.8893485749104
2019-01-31,21:22:49,13.417278000261406,-89.12247500115494,876.2002459466457,2874.6728149115934
2019-01-31,21:22:54,13.415702997490092,-89.12751799673015,885.1997100487351,2904.1986167162922
2019-01-31,21:22:59,13.414414997041611,-89.13259100020136,919.8001711759716,3017.717193600975
2019-01-31,21:23:04,13.41340000294248,-89.13790100433256,971.6003575874493,3187.665317187207
2019-01-31,21:23:09,13.412734999746734,-89.14361600030813,1025.19978027232,3363.516447108638
2019-01-31,21:23:14,13.412211998837934,-89.14939099671588,1052.1000317344442,3451.771868115634
2019-01-31,21:23:19,13.411995002573727,-89.15528900461321,1085.000435273163,3559.7128280616043
2019-01-31,21:23:28,13.412297999002753,-89.16626000175022,1155.5004311595112,3791.012034565371
2019-01-31,21:23:33,13.412832998366069,-89.17255399697444,1184.4001376777887,3885.8273476987965
2019-01-31,21:23:38,13.414110001347785,-89.17880199780866,1221.7997127668932,4008.5293696341337
2019-01-31,21:23:43,13.415577001714976,-89.18516499594031,1278.2000954607502,4193.570001191448
2019-01-31,21:23:48,13.417492003613233,-89.19153600453303,1357.4001747621223,4453.412789366562
2019-01-31,21:23:53,13.419920002115722,-89.19774600272676,1442.2001141859218,4731.62782262574
2019-01-31,21:23:58,13.422544997247353,-89.20379599999822,1519.1995390858501,4984.250615814421
2019-01-31,21:24:03,13.425564998028028,-89.20967900161709,1601.3998836772516,5253.936794363674
2019-01-31,21:24:09,13.429733000860729,-89.21647599934622,1712.5995864458382,5618.765227194964
2019-01-31,21:24:14,13.433389996310996,-89.22198500426188,1800.300230447203,5906.497008060402
2019-01-31,21:24:19,13.437373001836109,-89.22726400025655,1880.1001795725897,6168.307873148935
2019-01-31,21:24:24,13.441196999474101,-89.23253600130093,1950.6995462840423,6399.933099430537
2019-01-31,21:24:29,13.445060005362922,-89.23788500335132,2032.5996303716674,6668.634171308581
2019-01-31,21:24:34,13.448862002994545,-89.24330900282874,2112.700501431711,6931.432313117215
2019-01-31,21:24:39,13.452632000012644,-89.24877200382018,2193.4996675597504,7196.521449316731
