Date,Time,X,Y,Z
2019-01-31,21:28:21,56543.221,-6201825.888,1503130.519
2019-01-31,21:28:27,55826.861,-6201698.771,1504045.680
2019-01-31,21:28:33,55116.283,-6201573.191,1504955.122
2019-01-31,21:28:38,54524.802,-6201459.741,1505709.964
2019-01-31,21:28:43,53933.254,-6201335.998,1506463.344
2019-01-31,21:28:48,53338.273,-6201200.405,1507217.950
2019-01-31,21:28:53,52736.702,-6201050.409,1507970.864
2019-01-31,21:28:58,52130.975,-6200904.522,1508735.514
2019-01-31,21:29:03,51523.702,-6200764.408,1509506.274
2019-01-31,21:29:08,50913.227,-6200626.317,1510276.637
2019-01-31,21:29:13,50300.157,-6200485.189,1511049.582
2019-01-31,21:29:18,49683.051,-6200336.356,1511824.873
2019-01-31,21:29:23,49063.322,-6200180.484,1512605.182
2019-01-31,21:29:29,48312.292,-6200002.307,1513558.116
2019-01-31,21:29:30,48186.541,-6199973.979,1513719.672
2019-01-31,21:29:38,47191.004,-6199782.051,1515006.234
2019-01-31,21:29:43,46568.658,-6199679.355,1515816.837
2019-01-31,21:29:48,45948.552,-6199569.323,1516608.798
2019-01-31,21:29:53,45328.485,-6199446.628,1517393.798
2019-01-31,21:29:58,44708.303,-6199304.566,1518169.379
2019-01-31,21:30:03,44085.620,-6199156.639,1518951.862
2019-01-31,21:30:08,43460.578,-6199007.488,1519739.539
2019-01-31,21:30:13,42833.882,-6198864.838,1520531.127
2019-01-31,21:30:18,42204.716,-6198720.656,1521319.965
2019-01-31,21:30:23,41576.353,-6198578.781,1522112.939
2019-01-31,21:30:28,40948.124,-6198436.394,1522906.044
2019-01-31,21:30:33,40315.695,-6198292.350,1523700.700
2019-01-31,21:30:38,39681.707,-6198136.631,1524493.176
2019-01-31,21:30:43,39045.064,-6197966.359,1525289.712
2019-01-31,21:30:48,38401.058,-6197789.187,1526090.711
2019-01-31,21:30:53,37756.305,-6197625.362,1526903.256
2019-01-31,21:30:58,37111.679,-6197476.937,1527723.185
2019-01-31,21:31:03,36465.443,-6197325.216,1528541.184
2019-01-31,21:31:09,35690.213,-6197138.493,1529523.901
2019-01-31,21:31:14,35043.197,-6196989.215,1530345.423
2019-01-31,21:31:19,34394.615,-6196844.319,1531168.521
2019-01-31,21:31:24,33746.112,-6196708.214,1531992.012
2019-01-31,21:31:29,33100.113,-6196569.664,1532812.536
2019-01-31,21:31:34,32451.544,-6196409.862,1533620.490
2019-01-31,21:31:39,31804.688,-6196260.935,1534435.751
2019-01-31,21:31:44,31161.258,-6196120.530,1535256.140
2019-01-31,21:31:49,30516.115,-6195977.356,1536072.900
2019-01-31,21:31:54,29873.606,-6195835.961,1536890.027
2019-01-31,21:31:59,29231.858,-6195689.093,1537703.992
2019-01-31,21:32:04,28590.884,-6195539.291,1538515.773
2019-01-31,21:32:09,27950.889,-6195383.596,1539328.964
2019-01-31,21:32:14,27309.070,-6195223.847,1540145.735
2019-01-31,21:32:19,26655.945,-6195067.115,1540955.284
2019-01-31,21:32:24,25980.467,-6194909.419,1541743.245
2019-01-31,21:32:30,25116.663,-6194694.453,1542622.996
2019-01-31,21:32:35,24379.497,-6194555.347,1543358.861
2019-01-31,21:32:40,23596.601,-6194521.511,1544111.540
2019-01-31,21:32:45,22812.441,-6194376.963,1544793.997
2019-01-31,21:32:50,22029.239,-6194247.677,1545489.684
2019-01-31,21:32:55,21246.857,-6194127.417,1546190.988
2019-01-31,21:33:00,20462.126,-6194006.726,1546892.903
2019-01-31,21:33:05,19675.683,-6193881.590,1547592.936
2019-01-31,21:33:10,18887.657,-6193758.413,1548293.498
2019-01-31,21:33:15,18096.289,-6193627.633,1548983.841
2019-01-31,21:33:20,17308.308,-6193497.339,1549678.457
2019-01-31,21:33:25,16519.504,-6193370.344,1550378.507
2019-01-31,21:33:30,15732.463,-6193243.212,1551079.589
2019-01-31,21:33:34,15105.504,-6193147.109,1551646.396
2019-01-31,21:33:38,14478.445,-6193045.631,1552209.930
2019-01-31,21:33:44,13538.064,-6192896.471,1553056.959
2019-01-31,21:33:49,12755.137,-6192765.634,1553761.360
2019-01-31,21:33:54,11970.720,-6192629.776,1554462.470
2019-01-31,21:33:59,11195.327,-6192503.552,1555174.053
2019-01-31,21:34:04,10424.173,-6192372.860,1555889.914
2019-01-31,21:34:09,9659.535,-6192241.270,1556611.416
2019-01-31,21:34:14,8898.269,-6192101.877,1557339.778
2019-01-31,21:34:19,8135.391,-6191943.163,1558078.135
2019-01-31,21:34:24,7370.059,-6191778.188,1558817.679
2019-01-31,21:34:29,6603.152,-6191617.453,1559566.214
2019-01-31,21:34:34,5837.050,-6191465.666,1560316.135
2019-01-31,21:34:39,5070.984,-6191312.948,1561073.855
2019-01-31,21:34:44,4318.998,-6191151.210,1561847.609
2019-01-31,21:34:49,3603.358,-6190991.416,1562662.817
2019-01-31,21:34:54,2934.765,-6190848.418,1563532.860
2019-01-31,21:34:59,2294.943,-6190703.081,1564427.502
2019-01-31,21:35:04,1656.877,-6190547.269,1565313.459
2019-01-31,21:35:09,1010.627,-6190364.416,1566181.247
2019-01-31,21:35:15,230.769,-6190129.793,1567209.312
2019-01-31,21:35:20,-424.468,-6189930.427,1568063.687
2019-01-31,21:35:25,-1087.979,-6189714.244,1568912.422
2019-01-31,21:35:30,-1753.067,-6189506.726,1569773.337
2019-01-31,21:35:35,-2421.349,-6189295.259,1570630.750
2019-01-31,21:35:40,-3092.941,-6189099.042,1571497.572
2019-01-31,21:35:45,-3769.456,-6188895.048,1572358.087
2019-01-31,21:35:50,-4441.715,-6188694.759,1573224.720
2019-01-31,21:35:55,-5115.658,-6188491.637,1574093.168
2019-01-31,21:36:00,-5792.046,-6188294.630,1574965.955
2019-01-31,21:36:05,-6468.396,-6188102.674,1575843.609
2019-01-31,21:36:10,-7147.081,-6187911.555,1576721.622
2019-01-31,21:36:15,-7827.448,-6187716.484,1577599.338
2019-01-31,21:36:20,-8508.635,-6187520.495,1578479.020
2019-01-31,21:36:25,-9189.666,-6187321.401,1579359.534
2019-01-31,21:36:31,-10005.785,-6187081.368,1580419.286
2019-01-31,21:36:37,-10825.082,-6186841.540,1581484.280
2019-01-31,21:36:42,-11509.318,-6186646.005,1582378.279
2019-01-31,21:36:47,-12195.239,-6186450.468,1583271.851
2019-01-31,21:36:52,-12884.223,-6186242.669,1584158.061
2019-01-31,21:36:57,-13574.133,-6186035.245,1585049.200
2019-01-31,21:37:02,-14262.263,-6185824.713,1585941.166
2019-01-31,21:37:07,-14954.440,-6185610.702,1586828.944
2019-01-31,21:37:12,-15649.910,-6185394.468,1587720.867
2019-01-31,21:37:17,-16345.349,-6185184.622,1588617.214
2019-01-31,21:37:22,-17043.215,-6184971.404,1589516.152
2019-01-31,21:37:27,-17737.711,-6184766.332,1590425.121
2019-01-31,21:37:32,-18436.236,-6184552.382,1591326.787
2019-01-31,21:37:37,-19133.959,-6184338.965,1592233.541
2019-01-31,21:37:42,-19834.866,-6184123.625,1593138.453
2019-01-31,21:37:47,-20537.469,-6183913.340,1594050.086
2019-01-31,21:37:52,-21240.761,-6183697.814,1594963.136
2019-01-31,21:37:57,-21945.621,-6183481.138,1595876.948
2019-01-31,21:38:02,-22652.150,-6183262.434,1596794.499
2019-01-31,21:38:08,-23502.542,-6183002.814,1597894.160
2019-01-31,21:38:13,-24212.951,-6182782.734,1598809.473
2019-01-31,21:38:18,-24924.294,-6182566.087,1599729.374
2019-01-31,21:38:23,-25635.474,-6182348.007,1600647.557
2019-01-31,21:38:28,-26347.462,-6182128.431,1601565.838
2019-01-31,21:38:33,-27061.118,-6181907.137,1602487.824
2019-01-31,21:38:38,-27775.456,-6181680.677,1603410.896
2019-01-31,21:38:43,-28492.121,-6181455.365,1604334.986
2019-01-31,21:38:48,-29207.246,-6181234.613,1605262.127
2019-01-31,21:38:53,-29919.017,-6181022.344,1606192.773
2019-01-31,21:38:58,-30631.619,-6180813.335,1607122.702
2019-01-31,21:39:03,-31344.039,-6180598.946,1608048.620
2019-01-31,21:39:08,-32054.895,-6180383.647,1608972.039
2019-01-31,21:39:13,-32767.326,-6180169.474,1609898.536
2019-01-31,21:39:18,-33480.451,-6179952.912,1610823.408
2019-01-31,21:39:23,-34193.505,-6179732.549,1611747.314
2019-01-31,21:39:29,-35051.112,-6179468.348,1612859.656
2019-01-31,21:39:35,-35907.892,-6179204.211,1613973.663
2019-01-31,21:39:40,-36622.406,-6178985.903,1614900.507
2019-01-31,21:39:45,-37336.158,-6178774.515,1615830.463
2019-01-31,21:39:50,-38048.249,-6178563.997,1616759.419
2019-01-31,21:39:55,-38761.914,-6178353.967,1617687.967
2019-01-31,21:40:00,-39473.892,-6178140.559,1618613.593
2019-01-31,21:40:05,-40187.454,-6177929.432,1619539.857
2019-01-31,21:40:10,-40899.243,-6177718.304,1620465.692
2019-01-31,21:40:15,-41612.720,-6177508.736,1621392.550
2019-01-31,21:40:20,-42324.524,-6177298.102,1622318.698
2019-01-31,21:40:25,-43036.263,-6177084.793,1623241.193
2019-01-31,21:40:30,-43747.093,-6176871.774,1624160.586
2019-01-31,21:40:35,-44457.907,-6176663.134,1625080.942
2019-01-31,21:40:40,-45165.328,-6176453.993,1626001.652
2019-01-31,21:40:45,-45872.818,-6176245.899,1626923.018
2019-01-31,21:40:50,-46577.707,-6176042.086,1627842.682
2019-01-31,21:40:56,-47420.566,-6175801.181,1628943.970
2019-01-31,21:41:01,-48120.509,-6175597.894,1629854.096
2019-01-31,21:41:06,-48821.117,-6175389.012,1630757.953
2019-01-31,21:41:11,-49520.952,-6175183.605,1631665.060
2019-01-31,21:41:16,-50217.378,-6174975.371,1632568.459
2019-01-31,21:41:21,-50914.630,-6174768.332,1633473.128
2019-01-31,21:41:26,-51609.347,-6174560.050,1634377.838
2019-01-31,21:41:31,-52303.262,-6174351.614,1635278.065
2019-01-31,21:41:36,-52997.853,-6174139.267,1636176.594
2019-01-31,21:41:41,-53691.471,-6173919.560,1637070.893
2019-01-31,21:41:46,-54385.995,-6173697.988,1637965.528
2019-01-31,21:41:51,-55080.356,-6173475.775,1638863.691
2019-01-31,21:41:56,-55772.190,-6173253.479,1639761.051
2019-01-31,21:42:01,-56466.428,-6173028.475,1640656.803
2019-01-31,21:42:06,-57163.137,-6172807.967,1641548.400
2019-01-31,21:42:11,-57874.581,-6172589.840,1642423.603
2019-01-31,21:42:16,-58619.010,-6172378.807,1643270.756
2019-01-31,21:42:22,-59543.825,-6172132.064,1644255.374
2019-01-31,21:42:27,-60356.291,-6171927.051,1645030.714
2019-01-31,21:42:32,-61201.122,-6171742.909,1645789.968
2019-01-31,21:42:37,-62051.501,-6171558.189,1646532.250
2019-01-31,21:42:42,-62916.605,-6171364.516,1647246.380
2019-01-31,21:42:47,-63771.820,-6171167.435,1647969.702
2019-01-31,21:42:52,-64617.013,-6170964.664,1648703.781
2019-01-31,21:42:57,-65462.107,-6170757.540,1649445.559
2019-01-31,21:43:02,-66308.005,-6170560.181,1650201.020
2019-01-31,21:43:07,-67155.597,-6170364.853,1650956.150
2019-01-31,21:43:12,-68002.363,-6170177.392,1651709.761
2019-01-31,21:43:17,-68853.988,-6169985.824,1652460.709
2019-01-31,21:43:22,-69694.685,-6169775.204,1653228.566
2019-01-31,21:43:27,-70541.873,-6169562.446,1653997.506
2019-01-31,21:43:32,-71396.291,-6169346.573,1654767.268
2019-01-31,21:43:37,-72256.394,-6169124.446,1655528.044
2019-01-31,21:43:42,-73121.605,-6168920.347,1656313.834
2019-01-31,21:43:48,-74158.786,-6168685.370,1657257.794
2019-01-31,21:43:53,-75022.423,-6168494.478,1658041.610
2019-01-31,21:43:58,-75882.705,-6168306.233,1658821.465
2019-01-31,21:44:03,-76741.235,-6168119.654,1659599.396
2019-01-31,21:44:08,-77598.157,-6167928.940,1660373.485
2019-01-31,21:44:13,-78453.189,-6167729.074,1661146.965
2019-01-31,21:44:18,-79309.643,-6167518.239,1661916.824
2019-01-31,21:44:23,-80166.023,-6167305.982,1662686.907
2019-01-31,21:44:28,-81020.894,-6167097.860,1663460.094
2019-01-31,21:44:33,-81880.383,-6166884.934,1664232.373
2019-01-31,21:44:38,-82741.632,-6166671.037,1665009.600
2019-01-31,21:44:43,-83601.914,-6166461.422,1665786.300
2019-01-31,21:44:48,-84460.569,-6166254.934,1666560.665
2019-01-31,21:44:53,-85322.523,-6166049.600,1667335.509
2019-01-31,21:44:58,-86185.159,-6165843.119,1668111.803
2019-01-31,21:45:03,-87048.734,-6165645.959,1668900.560
2019-01-31,21:45:08,-87911.348,-6165437.905,1669682.478
2019-01-31,21:45:14,-88947.213,-6165179.652,1670608.035
2019-01-31,21:45:19,-89813.705,-6164972.843,1671384.875
2019-01-31,21:45:24,-90681.036,-6164768.222,1672162.699
2019-01-31,21:45:29,-91545.969,-6164565.264,1672934.113
2019-01-31,21:45:34,-92412.349,-6164361.887,1673707.295
2019-01-31,21:45:39,-93282.025,-6164159.435,1674477.220
2019-01-31,21:45:44,-94145.632,-6163936.488,1675225.694
2019-01-31,21:45:49,-95005.041,-6163717.341,1675980.164
2019-01-31,21:45:54,-95861.131,-6163495.993,1676738.649
2019-01-31,21:45:59,-96715.527,-6163273.252,1677493.560
2019-01-31,21:46:04,-97563.322,-6163051.790,1678243.768
2019-01-31,21:46:09,-98408.584,-6162836.996,1679007.205
2019-01-31,21:46:14,-99253.839,-6162618.552,1679765.767
2019-01-31,21:46:19,-100099.912,-6162400.994,1680524.034
2019-01-31,21:46:24,-100947.439,-6162183.626,1681282.624
2019-01-31,21:46:29,-101797.323,-6161956.049,1682032.130
2019-01-31,21:46:34,-102650.365,-6161727.916,1682782.679
2019-01-31,21:46:40,-103674.280,-6161461.710,1683695.461
2019-01-31,21:46:45,-104533.234,-6161253.674,1684490.730
2019-01-31,21:46:50,-105392.822,-6161035.483,1685264.734
2019-01-31,21:46:55,-106253.109,-6160811.289,1686028.041
2019-01-31,21:47:00,-107114.092,-6160587.200,1686791.990
2019-01-31,21:47:05,-107974.248,-6160362.247,1687554.926
2019-01-31,21:47:10,-108835.929,-6160135.587,1688319.387
2019-01-31,21:47:15,-109698.372,-6159906.759,1689082.942
2019-01-31,21:47:20,-110559.870,-6159676.576,1689847.647
2019-01-31,21:47:25,-111422.038,-6159445.130,1690610.431
2019-01-31,21:47:30,-112282.647,-6159214.085,1691375.190
2019-01-31,21:47:35,-113141.511,-6158984.982,1692140.855
2019-01-31,21:47:40,-114000.321,-6158756.190,1692905.719
2019-01-31,21:47:45,-114861.596,-6158530.159,1693670.129
2019-01-31,21:47:50,-115721.926,-6158302.795,1694435.234
2019-01-31,21:47:55,-116582.279,-6158074.086,1695199.887
2019-01-31,21:48:01,-117614.603,-6157795.123,1696113.295
2019-01-31,21:48:06,-118475.614,-6157568.349,1696880.747
2019-01-31,21:48:11,-119337.341,-6157337.192,1697645.182
2019-01-31,21:48:16,-120199.748,-6157105.389,1698408.094
2019-01-31,21:48:21,-121061.360,-6156874.489,1699173.357
2019-01-31,21:48:26,-121923.630,-6156641.890,1699938.645
2019-01-31,21:48:31,-122785.824,-6156408.482,1700703.052
2019-01-31,21:48:36,-123649.778,-6156180.171,1701472.832
2019-01-31,21:48:41,-124513.543,-6155950.726,1702239.915
2019-01-31,21:48:46,-125378.095,-6155720.645,1703007.665
2019-01-31,21:48:51,-126242.595,-6155490.922,1703778.542
2019-01-31,21:48:56,-127106.239,-6155259.138,1704547.494
2019-01-31,21:49:01,-127970.559,-6155026.544,1705314.763
2019-01-31,21:49:06,-128834.871,-6154796.471,1706084.841
2019-01-31,21:49:11,-129699.239,-6154566.780,1706857.938
2019-01-31,21:49:17,-130736.188,-6154289.236,1707786.548
2019-01-31,21:49:22,-131598.714,-6154059.954,1708562.475
2019-01-31,21:49:27,-132462.789,-6153830.561,1709337.496
2019-01-31,21:49:32,-133328.413,-6153596.003,1710109.622
2019-01-31,21:49:37,-134195.488,-6153361.841,1710880.521
2019-01-31,21:49:42,-135061.055,-6153130.273,1711653.324
2019-01-31,21:49:47,-135928.058,-6152898.351,1712425.727
2019-01-31,21:49:52,-136795.076,-6152665.005,1713195.349
2019-01-31,21:49:57,-137663.662,-6152432.379,1713965.910
2019-01-31,21:50:02,-138531.206,-6152194.357,1714731.647
2019-01-31,21:50:07,-139399.539,-6151955.956,1715494.900
2019-01-31,21:50:12,-140266.995,-6151719.495,1716261.604
2019-01-31,21:50:17,-141132.934,-6151485.151,1717031.922
2019-01-31,21:50:22,-141998.668,-6151249.242,1717799.993
2019-01-31,21:50:27,-142865.917,-6151011.781,1718565.253
2019-01-31,21:50:32,-143732.322,-6150773.020,1719331.445
2019-01-31,21:50:38,-144771.194,-6150485.519,1720252.202
2019-01-31,21:50:43,-145637.341,-6150246.167,1721019.107
2019-01-31,21:50:48,-146501.858,-6150004.112,1721786.081
2019-01-31,21:50:53,-147367.037,-6149760.920,1722552.543
2019-01-31,21:50:58,-148232.293,-6149523.510,1723324.585
2019-01-31,21:51:03,-149094.997,-6149285.291,1724097.799
2019-01-31,21:51:08,-149958.465,-6149045.667,1724868.123
2019-01-31,21:51:13,-150823.454,-6148804.878,1725635.745
2019-01-31,21:51:18,-151689.189,-6148562.047,1726400.525
2019-01-31,21:51:23,-152552.353,-6148322.011,1727171.757
2019-01-31,21:51:28,-153416.373,-6148080.006,1727942.819
2019-01-31,21:51:33,-154281.051,-6147836.752,1728708.612
2019-01-31,21:51:38,-155145.712,-6147595.307,1729475.298
2019-01-31,21:51:43,-156010.315,-6147354.038,1730242.759
2019-01-31,21:51:48,-156875.753,-6147114.286,1731010.230
2019-01-31,21:51:53,-157741.872,-6146874.149,1731776.364
2019-01-31,21:51:58,-158607.923,-6146633.796,1732540.629
2019-01-31,21:52:04,-159646.387,-6146346.758,1733459.356
2019-01-31,21:52:09,-160513.209,-6146108.230,1734227.449
2019-01-31,21:52:14,-161378.305,-6145867.640,1734993.367
2019-01-31,21:52:19,-162244.099,-6145627.376,1735760.570
2019-01-31,21:52:24,-163109.814,-6145386.422,1736526.115
2019-01-31,21:52:29,-163974.795,-6145148.458,1737293.577
2019-01-31,21:52:34,-164839.672,-6144912.886,1738066.827
2019-01-31,21:52:39,-165704.644,-6144679.070,1738842.229
2019-01-31,21:52:44,-166569.558,-6144445.358,1739615.739
2019-01-31,21:52:49,-167434.258,-6144209.876,1740387.744
2019-01-31,21:52:54,-168299.738,-6143969.833,1741154.803
2019-01-31,21:52:59,-169164.160,-6143728.632,1741921.215
2019-01-31,21:53:04,-170028.527,-6143483.843,1742684.102
2019-01-31,21:53:09,-170892.102,-6143243.630,1743450.284
2019-01-31,21:53:14,-171754.757,-6142999.618,1744209.760
2019-01-31,21:53:19,-172618.163,-6142757.807,1744974.865
2019-01-31,21:53:24,-173483.958,-6142515.366,1745740.421
2019-01-31,21:53:29,-174349.736,-6142274.527,1746506.125
2019-01-31,21:53:35,-175387.436,-6141981.215,1747420.041
2019-01-31,21:53:40,-176253.056,-6141739.574,1748185.364
2019-01-31,21:53:45,-177118.493,-6141493.734,1748946.405
2019-01-31,21:53:50,-177982.040,-6141244.077,1749706.372
2019-01-31,21:53:55,-178846.492,-6140994.515,1750465.486
2019-01-31,21:54:00,-179710.900,-6140749.314,1751230.383
2019-01-31,21:54:05,-180573.681,-6140505.596,1751999.995
2019-01-31,21:54:10,-181437.463,-6140268.800,1752776.138
2019-01-31,21:54:15,-182299.260,-6140024.990,1753543.137
2019-01-31,21:54:20,-183161.088,-6139780.680,1754308.183
2019-01-31,21:54:25,-184022.747,-6139536.386,1755070.962
2019-01-31,21:54:30,-184882.572,-6139286.626,1755828.266
2019-01-31,21:54:35,-185740.816,-6139039.890,1756588.191
2019-01-31,21:54:40,-186599.915,-6138795.135,1757349.767
2019-01-31,21:54:45,-187458.051,-6138548.934,1758110.263
2019-01-31,21:54:50,-188319.256,-6138299.913,1758866.431
2019-01-31,21:54:55,-189179.758,-6138054.497,1759625.283
2019-01-31,21:55:01,-190213.463,-6137753.219,1760527.223
2019-01-31,21:55:06,-191074.504,-6137501.973,1761282.859
2019-01-31,21:55:11,-191933.890,-6137254.648,1762044.148
2019-01-31,21:55:16,-192791.662,-6137009.174,1762808.878
2019-01-31,21:55:21,-193649.949,-6136758.146,1763566.042
2019-01-31,21:55:26,-194511.522,-6136507.973,1764322.365
2019-01-31,21:55:31,-195369.974,-6136262.742,1765083.124
2019-01-31,21:55:36,-196228.169,-6136014.733,1765839.420
2019-01-31,21:55:41,-197091.332,-6135766.486,1766593.421
2019-01-31,21:55:46,-197947.896,-6135521.667,1767358.546
2019-01-31,21:55:51,-198806.322,-6135286.550,1768138.080
2019-01-31,21:55:56,-199663.754,-6135045.740,1768909.993
2019-01-31,21:56:01,-200524.420,-6134781.091,1769648.047
2019-01-31,21:56:06,-201381.157,-6134522.890,1770394.430
2019-01-31,21:56:11,-202238.925,-6134271.894,1771148.835
2019-01-31,21:56:16,-203096.620,-6134023.836,1771905.283
2019-01-31,21:56:22,-204127.900,-6133731.503,1772817.988
2019-01-31,21:56:58,-210300.317,-6131982.687,1778350.650
2019-01-31,21:57:04,-211333.323,-6131664.865,1779238.073
2019-01-31,21:57:09,-212191.748,-6131410.302,1779994.984
2019-01-31,21:57:14,-213052.054,-6131162.344,1780754.342
2019-01-31,21:57:19,-213912.151,-6130910.196,1781507.313
2019-01-31,21:57:24,-214770.630,-6130659.525,1782265.355
2019-01-31,21:57:29,-215629.837,-6130406.936,1783016.989
2019-01-31,21:57:34,-216489.797,-6130156.255,1783770.150
2019-01-31,21:57:40,-217519.892,-6129844.642,1784671.435
2019-01-31,21:57:45,-218378.666,-6129585.572,1785419.663
2019-01-31,21:57:50,-219235.624,-6129325.474,1786170.148
2019-01-31,21:57:55,-220091.753,-6129064.954,1786913.949
2019-01-31,21:58:00,-220948.730,-6128808.981,1787662.360
2019-01-31,21:58:05,-221804.991,-6128558.642,1788421.811
2019-01-31,21:58:10,-222660.335,-6128305.408,1789172.005
2019-01-31,21:58:15,-223514.592,-6128047.572,1789913.823
2019-01-31,21:58:20,-224369.689,-6127791.037,1790657.454
2019-01-31,21:58:25,-225223.253,-6127538.207,1791410.974
2019-01-31,21:58:30,-226075.916,-6127285.857,1792162.927
2019-01-31,21:58:35,-226927.645,-6127033.109,1792921.262
2019-01-31,21:58:40,-227779.669,-6126787.083,1793693.867
2019-01-31,21:58:45,-228631.616,-6126543.460,1794472.071
2019-01-31,21:58:50,-229483.310,-6126291.841,1795234.204
2019-01-31,21:58:55,-230336.101,-6126031.158,1795980.191
2019-01-31,21:59:00,-231188.175,-6125773.034,1796725.687
2019-01-31,21:59:06,-232209.848,-6125465.998,1797622.368
2019-01-31,21:59:11,-233061.115,-6125210.023,1798367.527
2019-01-31,21:59:16,-233910.608,-6124954.096,1799119.419
