Date,Time,Latitude,Longitude,Altitude (m),Speed (m/s),Altitude Change
2022-09-28,15:15:35,-24.55464907945325,26.943949622934912,11582.2476,237.13582617104024,-0.15239999999903375
2022-09-28,15:15:40,-24.54619202600947,26.936527734850532,11582.0952,237.12161284708597,-0.15240000000085274
2022-09-28,15:15:45,-24.53773188847464,26.92911416161862,11581.9428,237.1157457873624,-0.15239999999903375
2022-09-28,15:15:50,-24.5292687256,26.921708721445373,11581.7904,237.1179267510949,-0.15240000000085274
2022-09-28,15:15:55,-24.52080259613677,26.914311232536985,11581.638,237.12785749750884,-0.15239999999903375
2022-09-28,15:16:00,-24.512333558836207,26.90692151309965,11581.4856,237.14523978582952,-0.15240000000085274
2022-09-28,15:16:05,-24.503861672449535,26.899539381339565,11581.3332,237.1697753752822,-0.15240000000085274
2022-09-28,15:16:10,-24.49538699572799,26.892164655462924,11581.1808,237.20116602509228,-0.15239999999903375
2022-09-28,15:16:15,-24.48690958742281,26.88479715367593,11581.0284,237.23911349448508,-0.15240000000085274
2022-09-28,15:16:20,-24.47842950628524,26.87743669418477,11580.876,237.28331954268583,-0.15239999999903375
2022-09-28,15:16:25,-24.4699468110665,26.870083095195643,11580.7236,237.33348592892,-0.15240000000085274
2022-09-28,15:16:30,-24.461461560517833,26.862736174914744,11580.5712,237.3893144124128,-0.15239999999903375
2022-09-28,15:16:35,-24.45297381339049,26.85539575154827,11580.4188,237.45050675238957,-0.15240000000085274
2022-09-28,15:16:40,-24.44448362843568,26.84806164330242,11580.2664,237.5167647080757,-0.15239999999903375
2022-09-28,15:16:45,-24.43599106440466,26.840733668383375,11580.114,237.58779003869645,-0.15240000000085274
2022-09-28,15:16:50,-24.427496180048657,26.833411644997348,11579.9616,237.6632845034771,-0.15239999999903375
2022-09-28,15:16:55,-24.418999034118908,26.82609539135052,11579.8092,237.74294986164307,-0.15240000000085274
2022-09-28,15:17:00,-24.410499685366656,26.818784725649103,11579.6568,237.82648787241965,-0.15239999999903375
2022-09-28,15:17:05,-24.40199819254313,26.81147946609928,11579.5044,237.91360029503215,-0.15240000000085274
2022-09-28,15:17:10,-24.393494614399568,26.804179430907247,11579.352,238.0039888887059,-0.15239999999903375
2022-09-28,15:17:15,-24.3849890096872,26.7968844382792,11579.1996,238.0973554126662,-0.15240000000085274
2022-09-28,15:17:20,-24.37648143715728,26.789594306421343,11579.0472,238.1934016261384,-0.15239999999903375
2022-09-28,15:17:25,-24.36797195556103,26.782308853539867,11578.8948,238.29182928834783,-0.15240000000085274
