Date,Time,Latitude,Longitude,Altitude (m),Speed (m/s)
2022-09-27,03:04:53,-46.198256751383326,128.05204032007717,10328.125782563126,200.05182549603867
2022-09-27,03:04:58,-46.203554216162836,128.03984270313052,10328.709680038113,200.07223007734862
2022-09-27,03:05:03,-46.208850407217795,128.0276438283576,10329.2935775131,200.09270854856607
2022-09-27,03:05:08,-46.21414532344025,128.01544369411067,10329.877474988089,200.11326076927804
2022-09-27,03:05:13,-46.21943896372222,128.0032422987421,10330.461372463078,200.13388659907167
2022-09-27,03:05:18,-46.22473132695574,127.99103964060419,10331.045269938066,200.15458589753402
2022-09-27,03:05:23,-46.230022412032866,127.97883571804921,10331.629167413053,200.17535852425223
2022-09-27,03:05:28,-46.23531221784563,127.96663052942955,10332.213064888041,200.19620433881337
2022-09-27,03:05:33,-46.24060074328606,127.9544240730975,10332.796962363029,200.2171232008046
2022-09-27,03:05:38,-46.24588798724621,127.94221634740543,10333.380859838018,200.23811496981287
2022-09-27,03:05:43,-46.25117394861811,127.93000735070562,10333.964757313006,200.25917950542538
2022-09-27,03:05:48,-46.25645862629379,127.91779708135043,10334.548654787994,200.2803166672292
2022-09-27,03:05:53,-46.2617420191653,127.90558553769213,10335.132552262981,200.30152631481138
2022-09-27,03:05:58,-46.267024126124674,127.8933727180831,10335.71644973797,200.32280830775915
2022-09-27,03:06:03,-46.272304946063954,127.88115862087562,10336.300347212959,200.3441625056594
2022-09-27,03:06:08,-46.27758447787517,127.86894324442207,10336.884244687946,200.3655887680994
2022-09-27,03:06:13,-46.28286272045037,127.85672658707473,10337.468142162934,200.38708695466616
2022-09-27,03:06:18,-46.28813967268158,127.8445086471859,10338.052039637922,200.4086569249468
2022-09-27,03:06:23,-46.29341533346085,127.83228942310798,10338.635937112911,200.43029853852838
2022-09-27,03:06:28,-46.29868970168021,127.82006891319324,10339.219834587899,200.45201165499805
2022-09-27,03:06:33,-46.3039627762317,127.80784711579403,10339.803732062886,200.47379613394284
2022-09-27,03:06:38,-46.30923455600736,127.79562402926265,10340.387629537874,200.49565183494988
2022-09-27,03:06:43,-46.31450503989923,127.78339965195144,10340.971527012864,200.51757861760626
2022-09-27,03:06:48,-46.319774226799346,127.77117398221273,10341.555424487851,200.53957634149907
2022-09-27,03:06:53,-46.325042115599736,127.75894701839883,10342.139321962839,200.56164486621543
2022-09-27,03:06:58,-46.33030870519245,127.74671875886206,10342.723219437827,200.58378405134235
