Date,Time,Latitude,Longitude,Altitude (m),Speed (m/s)
2022-09-28,03:50:24,-22.55033211503812,-39.251291297641124,10363.2,229.82651467403733
2022-09-28,03:50:29,-22.55144907954469,-39.26240013465766,10363.2,229.8367184660863
2022-09-28,03:50:34,-22.55256491187385,-39.27350868261091,10363.2,229.84605045773756
2022-09-28,03:50:39,-22.553679627241024,-39.28461691586979,10363.2,229.85450773042902
2022-09-28,03:50:44,-22.55479324086161,-39.295724808803236,10363.2,229.8620873655989
2022-09-28,03:50:49,-22.555905767951014,-39.30683233578015,10363.2,229.86878644468513
2022-09-28,03:50:54,-22.55701722372464,-39.31793947116948,10363.2,229.87460204912585
2022-09-28,03:50:59,-22.558127623397894,-39.329046189340126,10363.2,229.87953126035904
2022-09-28,03:51:04,-22.55923698218619,-39.34015246466103,10363.2,229.88357115982285
2022-09-28,03:51:09,-22.56034531530493,-39.35125827150111,10363.2,229.8867188289552
2022-09-28,03:51:14,-22.56145263796952,-39.362363584229286,10363.2,229.88897134919432
2022-09-28,03:51:19,-22.562558965395368,-39.373468377214486,10363.2,229.89032580197812
2022-09-28,03:51:24,-22.563664312797886,-39.38457262482564,10363.2,229.8907792687447
2022-09-28,03:51:29,-22.564768695392466,-39.39567630143165,10363.2,229.89032883093213
2022-09-28,03:51:34,-22.56587212839453,-39.40677938140146,10363.2,229.88897156997845
2022-09-28,03:51:39,-22.56697462701948,-39.41788183910399,10363.2,229.88670456732174
2022-09-28,03:51:44,-22.56807620648272,-39.428983648908165,10363.2,229.88352490440002
2022-09-28,03:51:49,-22.56917688199966,-39.44008478518291,10363.2,229.87942966265138
2022-09-28,03:51:54,-22.570276668785702,-39.451185222297134,10363.2,229.87441592351382
2022-09-28,03:51:59,-22.57137558205626,-39.462284934619774,10363.2,229.86848076842546
2022-09-28,03:52:04,-22.572473637026732,-39.47338389651975,10363.2,229.86162127882434
2022-09-28,03:52:09,-22.573570848912535,-39.48448208236599,10363.2,229.85383453614847
2022-09-28,03:52:14,-22.574667232929066,-39.49557946652741,10363.2,229.84511762183595
2022-09-28,03:52:19,-22.575762804291735,-39.50667602337294,10363.2,229.83546761732484
2022-09-28,03:52:24,-22.576857578215947,-39.5177717272715,10363.2,229.8248816040532
2022-09-28,03:52:29,-22.57795156991712,-39.52886655259202,10363.2,229.813356663459
2022-09-28,03:52:34,-22.579044794610642,-39.539960473703424,10363.2,229.8008898769804
2022-09-28,03:52:39,-22.580137267511937,-39.55105346497462,10363.2,229.78747832605538
2022-09-28,03:52:44,-22.581229003836402,-39.562145500774555,10363.2,229.77311909212207
2022-09-28,03:52:49,-22.582320018799447,-39.57323655547214,10363.2,229.75780925661846
2022-09-28,03:52:54,-22.583410327616477,-39.584326603436295,10363.2,229.74154590098263
2022-09-28,03:52:59,-22.5844999455029,-39.59541561903595,10363.2,229.72432610665265
2022-09-28,03:53:04,-22.58558888767412,-39.60650357664003,10363.2,229.70614695506654
2022-09-28,03:53:09,-22.586677169345545,-39.61759045061745,10363.2,229.68700552766236
