Date,Time,Latitude,Longitude,Altitude (m)
2019-01-31,22:30:53,18.97643304580432,-95.11625761460681,10248.807655968736
2019-01-31,22:30:54,18.977681425820915,-95.11774479006871,10248.33526663626
2019-01-31,22:30:55,18.97893099557797,-95.1192320015398,10247.900344778784
2019-01-31,22:30:56,18.98018190476846,-95.12071948997773,10247.54018302893
2019-01-31,22:30:57,18.98143368392885,-95.12220753933049,10247.26128852492
2019-01-31,22:30:58,18.98268570880645,-95.12369644429357,10247.062472031366
2019-01-31,22:30:59,18.98393735514858,-95.12518649956252,10246.942544312886
2019-01-31,22:31:00,18.985187998702568,-95.12667799983288,10246.900316134095
2019-01-31,22:31:01,18.986437236624248,-95.12817108389947,10246.925694461266
2019-01-31,22:31:02,18.98768555170355,-95.12966526695433,10246.97297106729
2019-01-31,22:31:03,18.988933648138886,-95.13115990828872,10246.987533926698
2019-01-31,22:31:04,18.99018223012871,-95.13265436719392,10246.914771014042
2019-01-31,22:31:05,18.991432001871452,-95.13414800296128,10246.700070303865
2019-01-31,22:31:06,18.99268341671927,-95.1356403955962,10246.314529151941
2019-01-31,22:31:07,18.99393592463918,-95.13713200796072,10245.832082439003
2019-01-31,22:31:08,18.995188724751916,-95.13862352363086,10245.352374427008
2019-01-31,22:31:09,18.99644101617819,-95.1401156261827,10244.975049377912
2019-01-31,22:31:10,18.99769199803876,-95.14160899919248,10244.799751553684
2019-01-31,22:31:11,18.998941139614924,-95.14310412748821,10244.892997711564
2019-01-31,22:31:12,19.00018899083033,-95.14460070090608,10245.188794589916
2019-01-31,22:31:13,19.001436371769188,-95.14609821053418,10245.588021422367
2019-01-31,22:31:14,19.002684102515712,-95.14759614746059,10245.991557442565
2019-01-31,22:31:15,19.003933003154135,-95.14909400277352,10246.300281884149
2019-01-31,22:31:16,19.005183551701794,-95.15059144158758,10246.440253442715
2019-01-31,22:31:17,19.006434857908555,-95.15208882512337,10246.438248661716
2019-01-31,22:31:18,19.007685689457404,-95.15358668862804,10246.346223546549
2019-01-31,22:31:19,19.00893481403135,-95.15508556734875,10246.216134102626
2019-01-31,22:31:20,19.010180999313366,-95.1565859965326,10246.099936335348
2019-01-31,22:31:21,19.011423177906167,-95.15808850168229,10246.038458299372
2019-01-31,22:31:22,19.01266094209127,-95.15959356932245,10246.028016246319
2019-01-31,22:31:23,19.0138940490699,-95.16110167623326,10246.053798477044
2019-01-31,22:31:24,19.015122256043295,-95.16261329919483,10246.100993292419
2019-01-31,22:31:25,19.016345320212682,-95.16412891498736,10246.154788993304
2019-01-31,22:31:26,19.017562998779287,-95.16564900039097,10246.200373880565
2019-01-31,22:31:27,19.018775136049893,-95.16717390292163,10246.223848613057
2019-01-31,22:31:28,19.01998192475345,-95.1687034530381,10246.21496328159
2019-01-31,22:31:29,19.021183644724466,-95.17023735193507,10246.164380334987
2019-01-31,22:31:30,19.022380575797442,-95.17177530080707,10246.062762222044
2019-01-31,22:31:31,19.02357299780689,-95.17331700084873,10245.900771391578
2019-01-31,22:31:32,19.02476122848626,-95.1748621267391,10245.676602861084
2019-01-31,22:31:33,19.02594573716472,-95.17641024709502,10245.4185819228
2019-01-31,22:31:34,19.027127031070396,-95.17796090401767,10245.162566437655
2019-01-31,22:31:35,19.028305617431396,-95.17951363960832,10244.944414266567
2019-01-31,22:31:36,19.029482003475856,-95.18106799596828,10244.799983270466
2019-01-31,22:31:37,19.030656530976742,-95.18262359470816,10244.762415019246
2019-01-31,22:31:38,19.03182887988649,-95.18418037547637,10244.853985918655
2019-01-31,22:31:39,19.032998564702364,-95.18573835743071,10245.094256083401
2019-01-31,22:31:40,19.034165099921662,-95.18729755972889,10245.502785628203
2019-01-31,22:31:41,19.035328000041662,-95.1888580015288,10246.099134667777
2019-01-31,22:31:42,19.036487011706004,-95.19041975416303,10246.877403870329
2019-01-31,22:31:43,19.037642810143762,-95.19198309766377,10247.72985611807
2019-01-31,22:31:44,19.038796302730365,-95.1935483642379,10248.523294846691
2019-01-31,22:31:45,19.039948396841233,-95.19511588609242,10249.124523491895
2019-01-31,22:31:46,19.04109999985181,-95.1966859954344,10249.400345489385
2019-01-31,22:31:47,19.042251807880476,-95.19825880059015,10249.262876529905
2019-01-31,22:31:48,19.043403672017476,-95.19983351436406,10248.805481324398
2019-01-31,22:31:49,19.044555232095995,-95.20140912567983,10248.166836838845
2019-01-31,22:31:50,19.045706127949227,-95.20298462346122,10247.485620039233
2019-01-31,22:31:51,19.046855999410383,-95.20455899663203,10246.90050789155
2019-01-31,22:31:52,19.048004643252593,-95.20613148528541,10246.517621928007
2019-01-31,22:31:53,19.049152484008843,-95.20770233419243,10246.312861945707
2019-01-31,22:31:54,19.05030010315201,-95.20927203929348,10246.229572307973
2019-01-31,22:31:55,19.051448082155026,-95.21084109652901,10246.211097378135
2019-01-31,22:31:56,19.0525970024908,-95.2124100018395,10246.200781519527
2019-01-31,22:31:57,19.05374722103847,-95.21397911827192,10246.162057942433
2019-01-31,22:31:58,19.054898196302144,-95.2155482772993,10246.138715245024
