#ATom navigation files,,,,,,,,,,
#  ATom1: 2016-07-29 to 2016-08-23,,,,,,,,,,
#  ATom2: 2017-01-26 to 2017-02-21,,,,,,,,,,
#  ATom3: 2017-09-28 to 2017-10-27,,,,,,,,,,
#  ATom4: 2018-04-24 to 2018-05-21,,,,,,,,,,
#  Col 1: Index A#[sequence number], where #= 1,2,3,4,,,,,,
#  Col 2: Research Flight number,,,,,,,,,,
#  Col 3: Date as YYYYMMDD, starting date UTC,,,,,,,,,
#  Col 4: Start time of interval UTC seconds from midnight on YYYYMMDD (may exceed 86400, does not roll after midinght),,,,,,,,,
#  Col 5: End time of interval (10s nominal) UTC seconds from midnight on YYYYMMDD,,,,,,,,,,
#  Col 5,6, 7:  Latitude, Longitude, Altitude (deg, deg, m above masl). GPS data from MMS.,,,,
#  Col 8, 9: Pressure, Temperature (hPa, deg K)   Static pressure and temperature from MMS.,,,,,,,
#  Col 10:  Cumulative ground track distance (km, for each ATom deployment),,,,,,,,,
#index,RF,YYYYMMDD,UTC_Start,UTC_Stop,Latitude,Longitude,Altitude (m masl GPS),P (hPa),T(K),CumDist (km)
A2_00063,1,20170126,62530,62540,34.192698,-118.177662,4701.75,569.441,258.377,84.27117
A2_00064,1,20170126,62540,62550,34.17741,-118.182268,4729.76,567.272,258.103,86.0301
A2_00065,1,20170126,62550,62560,34.161867,-118.186695,4756.55,565.2,258.237,87.8265
A2_00066,1,20170126,62560,62570,34.146038,-118.19173,4784.01,563.085,258.313,89.65515
A2_00067,1,20170126,62570,62580,34.129921,-118.196798,4810.92,561.022,258.185,91.51476
A2_00068,1,20170126,62580,62590,34.113527,-118.201465,4838.33,558.951,257.995,93.3991
A2_00069,1,20170126,62590,62600,34.096862,-118.206471,4864.54,556.993,257.988,95.31967
A2_00070,1,20170126,62600,62610,34.079946,-118.211773,4892.52,554.91,257.78,97.27031
A2_00071,1,20170126,62610,62620,34.062771,-118.21683,4919.95,552.848,257.546,99.24343
A2_00072,1,20170126,62620,62630,34.045381,-118.221872,4974.67,548.882,257.082,101.237
A2_00073,1,20170126,62630,62640,34.027946,-118.227135,5063.6,542.431,256.429,103.2259
A2_00074,1,20170126,62640,62650,34.01059,-118.232279,5165.31,535.138,255.589,105.1986
A2_00075,1,20170126,62650,62660,33.99339,-118.237172,5269.35,527.795,254.883,107.1629
A2_00076,1,20170126,62660,62670,33.976319,-118.242691,5372.33,520.657,254.658,109.1164
A2_00077,1,20170126,62670,62680,33.959342,-118.248148,5476.97,513.455,254.328,111.0591
A2_00078,1,20170126,62680,62690,33.942422,-118.25276,5579.52,506.413,253.499,112.9861
A2_00079,1,20170126,62690,62700,33.925553,-118.257907,5671.77,500.071,253.135,114.9114
A2_00080,1,20170126,62700,62710,33.908767,-118.263059,5765.63,493.902,252.983,116.8265
A2_00081,1,20170126,62710,62720,33.892069,-118.267789,5859.41,487.748,252.23,118.7281
A2_00082,1,20170126,62720,62730,33.875444,-118.272771,5952.11,481.722,251.423,120.6283
A2_00083,1,20170126,62730,62740,33.858872,-118.277914,6034.71,476.422,250.753,122.5239
A2_00084,1,20170126,62740,62750,33.842323,-118.282887,6109.71,471.667,250.048,124.4123
A2_00085,1,20170126,62750,62760,33.825774,-118.287579,6181.22,467.129,249.424,126.307
A2_00086,1,20170126,62760,62770,33.809199,-118.292676,6246.12,463.025,248.893,128.2049
A2_00087,1,20170126,62770,62780,33.792573,-118.297827,6297.79,459.783,248.42,130.1122
A2_00088,1,20170126,62780,62790,33.775874,-118.302397,6347.65,456.673,247.994,132.0215
A2_00089,1,20170126,62790,62800,33.759082,-118.307589,6397.59,453.563,247.651,133.9466
A2_00090,1,20170126,62800,62810,33.742191,-118.312731,6447.77,450.462,247.265,135.8816
A2_00091,1,20170126,62810,62820,33.725221,-118.317492,6499.6,447.268,246.953,137.8195
A2_00092,1,20170126,62820,62830,33.708205,-118.322453,6552.38,444.031,246.471,139.7693
A2_00093,1,20170126,62830,62840,33.691134,-118.327762,6601.82,441.022,246.087,141.7272
A2_00094,1,20170126,62840,62850,33.673989,-118.33289,6650.35,438.083,245.674,143.687
A2_00095,1,20170126,62850,62860,33.656757,-118.337726,6699.51,435.137,245.238,145.662
A2_00096,1,20170126,62860,62870,33.639448,-118.342987,6750.79,432.075,244.757,147.6441
A2_00097,1,20170126,62870,62880,33.622091,-118.348218,6801.8,429.044,244.275,149.6244
A2_00098,1,20170126,62880,62890,33.604708,-118.352992,6852.96,426.038,243.799,151.6138
A2_00099,1,20170126,62890,62900,33.587298,-118.358394,6904.2,423.03,243.339,153.6085
A2_00100,1,20170126,62900,62910,33.569841,-118.363772,6954.8,420.045,242.878,155.608
A2_00101,1,20170126,62910,62920,33.552338,-118.368591,7005.95,417.066,242.405,157.605
A2_00102,1,20170126,62920,62930,33.534802,-118.373809,7056.95,414.112,241.929,159.6111
A2_00103,1,20170126,62930,62940,33.517248,-118.379228,7106.9,411.256,241.485,161.6224
A2_00104,1,20170126,62940,62950,33.499672,-118.384295,7157.3,408.377,241.053,163.63
A2_00105,1,20170126,62950,62960,33.482056,-118.38947,7208.88,405.465,240.606,165.6479
A2_00106,1,20170126,62960,62970,33.464395,-118.394852,7260.2,402.554,240.207,167.6681
A2_00107,1,20170126,62970,62980,33.446705,-118.399955,7311.15,399.664,239.72,169.6855
A2_00108,1,20170126,62980,62990,33.428996,-118.404951,7361.21,396.875,239.238,171.7112
A2_00109,1,20170126,62990,63000,33.41129,-118.410406,7408.79,394.218,238.807,173.7385
A2_00110,1,20170126,63000,63010,33.393723,-118.416183,7451.85,391.803,238.425,175.7431
A2_00111,1,20170126,63010,63020,33.377375,-118.424576,7496.94,389.474,238.048,177.7204
A2_00112,1,20170126,63020,63030,33.363519,-118.436989,7546.83,386.838,237.595,179.6264
A2_00113,1,20170126,63030,63040,33.351645,-118.451607,7590.21,384.369,237.18,181.5176
A2_00114,1,20170126,63040,63050,33.340307,-118.466804,7628.98,382.186,236.806,183.4118
A2_00115,1,20170126,63050,63060,33.328856,-118.481971,7670.28,379.952,236.42,185.3125
A2_00116,1,20170126,63060,63070,33.317328,-118.497102,7713.86,377.612,236.043,187.2154
A2_00117,1,20170126,63070,63080,33.305815,-118.512284,7756.77,375.303,235.699,189.1211
A2_00118,1,20170126,63080,63090,33.294314,-118.527519,7798.52,373.072,235.4,191.0291
A2_00119,1,20170126,63090,63100,33.282754,-118.542735,7839.5,370.883,235.12,192.9823
A2_00120,1,20170126,63100,63110,33.271117,-118.557854,7881.01,368.679,234.78,194.8978
A2_00121,1,20170126,63110,63120,33.259441,-118.573036,7922.72,366.474,234.414,196.8162
A2_00122,1,20170126,63120,63130,33.247754,-118.588228,7965.37,364.23,234.018,198.7353
A2_00123,1,20170126,63130,63140,33.236059,-118.603437,8008.12,361.998,233.675,200.656
A2_00124,1,20170126,63140,63150,33.224387,-118.618675,8050.38,359.803,233.459,202.5773
A2_00125,1,20170126,63150,63160,33.212764,-118.633968,8093.36,357.603,233.159,204.4983
A2_00126,1,20170126,63160,63170,33.20117,-118.649291,8134.97,355.458,233.037,206.4203
A2_00127,1,20170126,63170,63180,33.189562,-118.664579,8177.66,353.28,232.991,208.3389
A2_00128,1,20170126,63180,63190,33.17793,-118.67983,8223.71,350.938,232.653,210.2543
A2_00129,1,20170126,63190,63200,33.166311,-118.695041,8271.01,348.545,232.288,212.167
A2_00130,1,20170126,63200,63210,33.154719,-118.710212,8316.46,346.265,231.917,214.0886
A2_00131,1,20170126,63210,63220,33.143166,-118.725401,8360.59,344.079,231.596,216.0281
A2_00132,1,20170126,63220,63230,33.13163,-118.740557,8402.88,341.974,231.291,217.9345
A2_00133,1,20170126,63230,63240,33.120088,-118.755728,8444.58,339.922,230.943,219.8398
A2_00134,1,20170126,63240,63250,33.108556,-118.770882,8487.64,337.802,230.609,221.7424
A2_00135,1,20170126,63250,63260,33.097045,-118.786011,8530.81,335.686,230.292,223.6417
A2_00136,1,20170126,63260,63270,33.085555,-118.801118,8574.15,333.574,229.908,225.5381
A2_00137,1,20170126,63270,63280,33.074085,-118.816234,8616.38,331.524,229.514,227.4324
A2_00138,1,20170126,63280,63290,33.062615,-118.831309,8651.35,329.84,229.176,229.3275
A2_00139,1,20170126,63290,63300,33.05113,-118.846418,8679.88,328.49,228.918,231.228
A2_00140,1,20170126,63300,63310,33.039597,-118.861514,8708.32,327.145,228.709,233.1331
A2_00141,1,20170126,63310,63320,33.02801,-118.876597,8738.53,325.719,228.528,235.081
A2_00142,1,20170126,63320,63330,33.016405,-118.891617,8767.73,324.338,228.485,236.9902
A2_00143,1,20170126,63330,63340,33.004793,-118.906748,8789.68,323.304,228.415,238.9051
A2_00144,1,20170126,63340,63350,32.993168,-118.921966,8802.9,322.698,228.333,240.8269
A2_00145,1,20170126,63350,63360,32.981492,-118.937242,8819.11,321.949,228.253,242.758
A2_00146,1,20170126,63360,63370,32.969716,-118.952525,8832.61,321.318,228.201,244.6969
A2_00147,1,20170126,63370,63380,32.957874,-118.967894,8840.01,320.989,228.154,246.6485
A2_00148,1,20170126,63380,63390,32.94598,-118.983398,8847.47,320.69,228.171,248.6139
A2_00149,1,20170126,63390,63400,32.934007,-118.999036,8846.94,320.72,228.212,250.5956
A2_00150,1,20170126,63400,63410,32.921928,-119.014734,8845.71,320.843,228.272,252.5906
A2_00151,1,20170126,63410,63420,32.909749,-119.030564,8849.04,320.73,228.335,254.6
A2_00152,1,20170126,63420,63430,32.897498,-119.046444,8858.15,320.339,228.37,256.6182
A2_00153,1,20170126,63430,63440,32.885197,-119.062455,8864.59,320.078,228.317,258.6498
A2_00154,1,20170126,63440,63450,32.872839,-119.078551,8865.54,320.087,228.364,260.6958
A2_00155,1,20170126,63450,63460,32.860409,-119.094774,8865.54,320.154,228.374,262.7527
A2_00156,1,20170126,63460,63470,32.847884,-119.111125,8867.62,320.128,228.384,264.8261
A2_00157,1,20170126,63470,63480,32.835263,-119.127506,8874.91,319.869,228.353,266.91
A2_00158,1,20170126,63480,63490,32.822584,-119.143959,8885.18,319.386,228.258,269.0032
A2_00159,1,20170126,63490,63500,32.809859,-119.160462,8903.19,318.631,228.11,271.1017
A2_00160,1,20170126,63500,63510,32.797095,-119.177014,8918.85,317.915,227.984,273.2068
A2_00161,1,20170126,63510,63520,32.784279,-119.193603,8936.6,317.091,227.838,275.3183
A2_00162,1,20170126,63520,63530,32.771433,-119.210205,8959.92,316.019,227.648,277.4317
A2_00163,1,20170126,63530,63540,32.758592,-119.226842,8986.02,314.834,227.429,279.548
A2_00164,1,20170126,63540,63550,32.745746,-119.243509,9013.23,313.57,227.205,281.6653
A2_00165,1,20170126,63550,63560,32.732872,-119.260156,9045.16,312.116,226.907,283.7836
A2_00166,1,20170126,63560,63570,32.71998,-119.276771,9082.26,310.377,226.72,285.8998
A2_00167,1,20170126,63570,63580,32.707128,-119.293379,9116.65,308.743,226.559,288.0131
A2_00168,1,20170126,63580,63590,32.694285,-119.309983,9144.24,307.571,226.363,290.1281
A2_00169,1,20170126,63590,63600,32.681429,-119.326642,9155.29,306.99,226.38,292.2488
A2_00170,1,20170126,63600,63610,32.66852,-119.343329,9171.21,306.366,226.324,294.3749
A2_00171,1,20170126,63610,63620,32.655566,-119.360031,9190.21,305.556,226.398,296.5056
A2_00172,1,20170126,63620,63630,32.642593,-119.37678,9206.51,304.87,226.302,298.642
A2_00173,1,20170126,63630,63640,32.629613,-119.393574,9222.02,304.196,226.06,300.7815
A2_00174,1,20170126,63640,63650,32.616613,-119.410398,9237.28,303.557,226.264,302.9241
A2_00175,1,20170126,63650,63660,32.603583,-119.427226,9251.63,302.87,226.493,305.0684
A2_00176,1,20170126,63660,63670,32.590495,-119.444023,9273.75,302.042,226.344,307.2165
A2_00177,1,20170126,63670,63680,32.577331,-119.460804,9289.76,301.36,226.755,309.3696
A2_00178,1,20170126,63680,63690,32.564147,-119.477619,9306.44,300.763,226.868,311.5261
A2_00179,1,20170126,63690,63700,32.550957,-119.494478,9303.69,300.968,226.942,313.6925
A2_00180,1,20170126,63700,63710,32.537753,-119.51148,9302.58,301.318,227.668,315.8614
A2_00181,1,20170126,63710,63720,32.524541,-119.528303,9316.37,300.705,227.78,318.0095
A2_00182,1,20170126,63720,63730,32.511419,-119.544945,9327.5,300.165,227.81,320.1415
A2_00183,1,20170126,63730,63740,32.498515,-119.561639,9328.62,300.118,227.721,322.2655
A2_00184,1,20170126,63740,63750,32.485732,-119.578456,9311.05,300.89,227.71,324.3954
A2_00185,1,20170126,63750,63760,32.472882,-119.595319,9288.78,301.99,227.577,326.5337
A2_00186,1,20170126,63760,63770,32.45988,-119.612133,9270.54,302.795,227.642,328.6787
A2_00187,1,20170126,63770,63780,32.446747,-119.628822,9273.18,302.742,227.786,330.8221
A2_00188,1,20170126,63780,63790,32.433628,-119.645478,9284.62,302.31,227.813,332.961
A2_00189,1,20170126,63790,63800,32.420592,-119.662201,9289.39,302.126,227.841,335.1001
A2_00190,1,20170126,63800,63810,32.407614,-119.678987,9290.27,302.153,227.78,337.2409
A2_00191,1,20170126,63810,63820,32.394597,-119.695775,9291.18,302.227,227.803,339.3851
A2_00192,1,20170126,63820,63830,32.381481,-119.712497,9294.53,302.149,227.574,341.533
A2_00193,1,20170126,63830,63840,32.368285,-119.729165,9297.03,302.106,227.627,343.6812
A2_00194,1,20170126,63840,63850,32.35508,-119.745827,9300.32,302.05,227.592,345.8309
A2_00195,1,20170126,63850,63860,32.341894,-119.762518,9301.87,302,227.474,347.9806
A2_00196,1,20170126,63860,63870,32.328727,-119.779252,9302.13,302.02,227.229,350.1323
A2_00197,1,20170126,63870,63880,32.315547,-119.795986,9303.42,302.025,227.226,352.2861
A2_00198,1,20170126,63880,63890,32.302324,-119.812695,9303.8,302.055,227.457,354.4395
A2_00199,1,20170126,63890,63900,32.289095,-119.829432,9305.42,302.022,227.551,356.5942
A2_00200,1,20170126,63900,63910,32.275895,-119.84618,9305.01,302.022,227.274,358.7511
A2_00201,1,20170126,63910,63920,32.262708,-119.862993,9303.57,302.17,227.314,360.9122
A2_00202,1,20170126,63920,63930,32.2495,-119.879824,9303.97,302.169,227.283,363.0751
A2_00203,1,20170126,63930,63940,32.236245,-119.896629,9305.13,302.086,226.967,365.2389
A2_00204,1,20170126,63940,63950,32.222991,-119.913463,9304.77,302.108,226.761,367.4067
A2_00205,1,20170126,63950,63960,32.209724,-119.93033,9304.71,302.177,226.986,369.5773
A2_00206,1,20170126,63960,63970,32.196435,-119.947208,9307.13,302.139,226.893,371.7509
A2_00207,1,20170126,63970,63980,32.183119,-119.964092,9307.56,302.189,227.496,373.9261
A2_00208,1,20170126,63980,63990,32.169777,-119.980965,9312.18,302.155,227.443,376.1025
A2_00209,1,20170126,63990,64000,32.156416,-119.997789,9314.83,302.094,227.176,378.2776
A2_00210,1,20170126,64000,64010,32.143091,-120.014686,9312.61,302.192,227.671,380.4556
A2_00211,1,20170126,64010,64020,32.129785,-120.031619,9313.96,302.204,227.859,382.6328
A2_00212,1,20170126,64020,64030,32.116464,-120.0485,9317.91,302.132,227.962,384.8069
A2_00213,1,20170126,64030,64040,32.103149,-120.065327,9322.99,301.959,228.013,386.9771
A2_00214,1,20170126,64040,64050,32.089887,-120.082145,9324.4,301.964,228.461,389.1419
A2_00215,1,20170126,64050,64060,32.076694,-120.098961,9323.38,302.048,228.777,391.301
A2_00216,1,20170126,64060,64070,32.063529,-120.115716,9323.15,302.044,228.186,393.4543
A2_00217,1,20170126,64070,64080,32.050318,-120.132356,9320.04,302.093,227.953,395.6047
A2_00218,1,20170126,64080,64090,32.037073,-120.1489,9319.53,302.129,228.02,397.7502
A2_00219,1,20170126,64090,64100,32.023888,-120.165433,9319.84,302.102,228.183,399.89
A2_00220,1,20170126,64100,64110,32.010769,-120.181968,9319.68,302.166,228.466,402.0261
A2_00221,1,20170126,64110,64120,31.997698,-120.198493,9321.21,302.131,228.643,404.1585
A2_00222,1,20170126,64120,64130,31.984652,-120.214991,9321.93,302.139,228.858,406.2862
A2_00223,1,20170126,64130,64140,31.971621,-120.231461,9320.18,302.21,229.079,408.4119
A2_00224,1,20170126,64140,64150,31.958603,-120.247912,9320.3,302.272,229.1,410.5322
A2_00225,1,20170126,64150,64160,31.945604,-120.264363,9320.35,302.271,229.415,412.6513
A2_00226,1,20170126,64160,64170,31.932625,-120.280726,9320.91,302.276,228.999,414.7662
A2_00227,1,20170126,64170,64180,31.919628,-120.297015,9322.79,302.193,228.943,416.8775
A2_00228,1,20170126,64180,64190,31.90662,-120.313238,9324.86,302.153,228.847,418.986
A2_00229,1,20170126,64190,64200,31.89365,-120.329503,9324.96,302.112,228.822,421.0873
A2_00230,1,20170126,64200,64210,31.880714,-120.345731,9323.13,302.209,228.966,423.1901
A2_00231,1,20170126,64210,64220,31.867769,-120.361904,9322.52,302.267,229.157,425.2907
A2_00232,1,20170126,64220,64230,31.854813,-120.378045,9324.12,302.221,229.232,427.3864
A2_00233,1,20170126,64230,64240,31.841873,-120.394191,9326.16,302.129,229.394,429.4822
A2_00234,1,20170126,64240,64250,31.828948,-120.410273,9326.04,302.158,229.572,431.576
A2_00235,1,20170126,64250,64260,31.816037,-120.426393,9325.67,302.212,229.819,433.6953
A2_00236,1,20170126,64260,64270,31.803161,-120.442479,9325.61,302.214,230.024,435.7945
A2_00237,1,20170126,64270,64280,31.790306,-120.458547,9326.25,302.231,230.18,437.8826
A2_00238,1,20170126,64280,64290,31.777478,-120.474638,9328.32,302.181,230.273,439.9699
A2_00239,1,20170126,64290,64300,31.764649,-120.490774,9329.25,302.172,230.29,442.0563
A2_00240,1,20170126,64300,64310,31.751797,-120.506854,9329.43,302.206,230.403,444.145
A2_00241,1,20170126,64310,64320,31.738945,-120.52291,9330.32,302.203,230.498,446.2326
A2_00242,1,20170126,64320,64330,31.726093,-120.539015,9330.92,302.192,230.575,448.3194
A2_00243,1,20170126,64330,64340,31.713223,-120.555031,9333.21,302.126,230.587,450.4059
A2_00244,1,20170126,64340,64350,31.700353,-120.571082,9336.01,302.056,230.673,452.4933
A2_00245,1,20170126,64350,64360,31.687481,-120.587185,9336.57,302.098,230.788,454.5844
A2_00246,1,20170126,64360,64370,31.674594,-120.603249,9337.77,302.107,230.757,456.6769
A2_00247,1,20170126,64370,64380,31.661694,-120.619372,9338.98,302.103,230.824,458.7697
A2_00248,1,20170126,64380,64390,31.648782,-120.635468,9341.04,302.054,230.846,460.8649
A2_00249,1,20170126,64390,64400,31.63586,-120.65155,9342.38,302.059,230.885,462.9617
A2_00250,1,20170126,64400,64410,31.622909,-120.667681,9343.47,302.076,230.778,465.0588
A2_00251,1,20170126,64410,64420,31.609948,-120.683779,9344.18,302.06,230.683,467.1591
A2_00252,1,20170126,64420,64430,31.596991,-120.699881,9344.33,302.109,230.7,469.2608
A2_00253,1,20170126,64430,64440,31.584035,-120.716039,9345.65,302.113,230.742,471.3605
A2_00254,1,20170126,64440,64450,31.571048,-120.732162,9346.8,302.114,230.737,473.4649
A2_00255,1,20170126,64450,64460,31.55804,-120.748249,9347.56,302.149,230.585,475.5687
A2_00256,1,20170126,64460,64470,31.545033,-120.764405,9349.59,302.112,230.745,477.6734
A2_00257,1,20170126,64470,64480,31.532025,-120.780491,9351.54,302.079,230.74,479.7782
A2_00258,1,20170126,64480,64490,31.519001,-120.79658,9351.68,302.078,230.686,481.8847
A2_00259,1,20170126,64490,64500,31.505971,-120.81275,9349.9,302.188,230.647,483.9933
A2_00260,1,20170126,64500,64510,31.492918,-120.828853,9349.52,302.272,230.768,486.1029
A2_00261,1,20170126,64510,64520,31.479856,-120.844959,9350.27,302.239,230.659,488.2133
A2_00262,1,20170126,64520,64530,31.466796,-120.861138,9349.98,302.293,230.5,490.3245
A2_00263,1,20170126,64530,64540,31.45373,-120.877258,9350.99,302.274,230.46,492.4368
A2_00264,1,20170126,64540,64550,31.44066,-120.893386,9351.13,302.33,230.523,494.55
A2_00265,1,20170126,64550,64560,31.427584,-120.909577,9352.15,302.323,230.608,496.7042
A2_00266,1,20170126,64560,64570,31.41449,-120.925693,9352.33,302.257,230.53,498.8199
A2_00267,1,20170126,64570,64580,31.401376,-120.941814,9350.74,302.363,230.59,500.9367
A2_00268,1,20170126,64580,64590,31.388281,-120.95795,9352.92,302.367,230.852,503.0513
A2_00269,1,20170126,64590,64600,31.375211,-120.974136,9358.18,302.14,230.796,505.1645
A2_00270,1,20170126,64600,64610,31.362134,-120.990295,9358.88,302.149,230.79,507.2799
A2_00271,1,20170126,64610,64620,31.349026,-121.006419,9358.98,302.205,230.969,509.3974
A2_00272,1,20170126,64620,64630,31.335892,-121.022571,9361.89,302.099,231.058,511.5122
A2_00273,1,20170126,64630,64640,31.322777,-121.03871,9362.68,302.12,231.099,513.6296
A2_00274,1,20170126,64640,64650,31.309692,-121.054861,9362.84,302.151,231.091,515.7472
