#ATom navigation files,,,,,,,,,,
#  ATom1: 2016-07-29 to 2016-08-23,,,,,,,,,,
#  ATom2: 2017-01-26 to 2017-02-21,,,,,,,,,,
#  ATom3: 2017-09-28 to 2017-10-27,,,,,,,,,,
#  ATom4: 2018-04-24 to 2018-05-21,,,,,,,,,,
#  Col 1: Index A#[sequence number], where #= 1,2,3,4,,,,,,
#  Col 2: Research Flight number,,,,,,,,,,
#  Col 3: Date as YYYYMMDD, starting date UTC,,,,,,,,,
#  Col 4: Start time of interval UTC seconds from midnight on YYYYMMDD (may exceed 86400, does not roll after midinght),,,,,,,,,
#  Col 5: End time of interval (10s nominal) UTC seconds from midnight on YYYYMMDD,,,,,,,,,,
#  Col 5,6, 7:  Latitude, Longitude, Altitude (deg, deg, m above masl). GPS data from MMS.,,,,
#  Col 8, 9: Pressure, Temperature (hPa, deg K)   Static pressure and temperature from MMS.,,,,,,,
#  Col 10:  Cumulative ground track distance (km, for each ATom deployment),,,,,,,,,
#index,RF,YYYYMMDD,UTC_Start,UTC_Stop,Latitude,Longitude,Altitude (m masl GPS),P (hPa),T(K),CumDist (km)
A1_00013,1,20160729,52510,52520,34.690291,-118.162238,1406.41,860.943,302.448,12.9735
A1_00014,1,20160729,52520,52530,34.696668,-118.150305,1447.9,857.19,302.263,14.28455
A1_00015,1,20160729,52530,52540,34.700491,-118.136469,1495.4,852.735,302.043,15.63266
A1_00016,1,20160729,52540,52550,34.702116,-118.121682,1560.05,846.478,301.728,17.00697
A1_00017,1,20160729,52550,52560,34.703138,-118.106594,1646.57,838.214,301.484,18.3892
A1_00018,1,20160729,52560,52570,34.704513,-118.09156,1750.67,828.564,301.143,19.8309
A1_00019,1,20160729,52570,52580,34.705998,-118.076413,1817.07,822.434,300.725,21.24353
A1_00020,1,20160729,52580,52590,34.707285,-118.060789,1869.51,817.585,300.387,22.69178
A1_00021,1,20160729,52590,52600,34.708415,-118.044837,1940.82,810.98,299.941,24.16169
A1_00022,1,20160729,52600,52610,34.709477,-118.028847,2047.01,801.205,299.313,25.62572
A1_00023,1,20160729,52610,52620,34.710474,-118.012954,2160.46,790.947,298.518,27.08392
A1_00024,1,20160729,52620,52630,34.711732,-117.996995,2245.83,783.313,297.813,28.55529
A1_00025,1,20160729,52630,52640,34.713263,-117.980913,2317.31,776.883,297.165,30.04779
A1_00026,1,20160729,52640,52650,34.71442,-117.964513,2385.63,770.887,296.677,31.56049
A1_00027,1,20160729,52650,52660,34.713264,-117.948018,2417.75,768.028,296.403,33.10314
A1_00028,1,20160729,52660,52670,34.707212,-117.932849,2415.85,768.202,296.403,34.6843
A1_00029,1,20160729,52670,52680,34.696604,-117.921415,2511.46,759.644,295.54,36.26858
A1_00030,1,20160729,52680,52690,34.683845,-117.91569,2702.98,743.099,293.852,37.77071
A1_00031,1,20160729,52690,52700,34.670441,-117.914203,2819.59,733.023,292.875,39.27446
A1_00032,1,20160729,52700,52710,34.657189,-117.917442,2887.87,727.21,292.246,40.79297
A1_00033,1,20160729,52710,52720,34.644908,-117.925065,2948.58,722.15,291.704,42.3573
A1_00034,1,20160729,52720,52730,34.633228,-117.934435,3028.31,715.461,291.028,43.90709
A1_00035,1,20160729,52730,52740,34.621468,-117.94367,3139.35,706.142,290.054,45.46748
A1_00036,1,20160729,52740,52750,34.609569,-117.952323,3228.32,698.793,289.322,47.01381
A1_00037,1,20160729,52750,52760,34.597551,-117.961517,3276.55,694.844,289.094,48.61222
A1_00038,1,20160729,52760,52770,34.585238,-117.970304,3324.7,690.903,288.817,50.21572
A1_00039,1,20160729,52770,52780,34.572624,-117.979629,3361.06,687.86,288.514,51.85611
A1_00040,1,20160729,52780,52790,34.559767,-117.9887,3399.21,684.739,288.087,53.54343
A1_00041,1,20160729,52790,52800,34.546483,-117.997935,3437.41,681.545,287.792,55.2405
A1_00042,1,20160729,52800,52810,34.532653,-118.006122,3477.72,678.259,287.494,56.98015
A1_00043,1,20160729,52810,52820,34.518582,-118.014774,3519.39,674.886,287.11,58.72936
A1_00044,1,20160729,52820,52830,34.504452,-118.023602,3558.61,671.689,286.785,60.52861
A1_00045,1,20160729,52830,52840,34.490269,-118.033192,3599.18,668.413,286.297,62.33014
A1_00046,1,20160729,52840,52850,34.47596,-118.042972,3640.04,665.084,285.979,64.18093
A1_00047,1,20160729,52850,52860,34.461512,-118.052855,3684.33,661.51,285.856,66.02967
A1_00048,1,20160729,52860,52870,34.44699,-118.063199,3756.33,655.853,285.4,67.88617
A1_00049,1,20160729,52870,52880,34.43252,-118.073168,3857,647.984,284.564,69.75472
A1_00050,1,20160729,52880,52890,34.418168,-118.083404,3962.47,639.815,283.639,71.58982
A1_00051,1,20160729,52890,52900,34.403947,-118.09365,4067.82,631.762,282.821,73.43586
A1_00052,1,20160729,52900,52910,34.389828,-118.103645,4174.48,623.685,282.087,75.24646
A1_00053,1,20160729,52910,52920,34.375756,-118.113784,4280.88,615.729,281.112,77.04962
A1_00054,1,20160729,52920,52930,34.361708,-118.123559,4385.22,607.934,280.071,78.8673
A1_00055,1,20160729,52930,52940,34.347827,-118.133623,4501.18,599.415,278.912,80.64956
A1_00056,1,20160729,52940,52950,34.335072,-118.145372,4625.98,590.525,277.785,82.41751
A1_00057,1,20160729,52950,52960,34.323662,-118.158748,4739.19,582.275,276.815,84.22084
A1_00058,1,20160729,52960,52970,34.312796,-118.172695,4846.63,574.663,275.909,85.97816
A1_00059,1,20160729,52970,52980,34.30229,-118.186938,4957.65,566.867,275.04,87.72186
A1_00060,1,20160729,52980,52990,34.292044,-118.201202,5070,559.056,274.073,89.45067
A1_00061,1,20160729,52990,53000,34.281965,-118.215474,5181.37,551.354,273.046,91.16401
A1_00062,1,20160729,53000,53010,34.272015,-118.229693,5276.89,544.806,272.134,92.87206
A1_00063,1,20160729,53010,53020,34.262135,-118.244087,5323.23,541.652,271.685,94.6023
A1_00064,1,20160729,53020,53030,34.252157,-118.258747,5354.94,539.485,271.388,96.40195
A1_00065,1,20160729,53030,53040,34.241952,-118.273544,5385.52,537.338,271.074,98.18381
A1_00066,1,20160729,53040,53050,34.231524,-118.288509,5416.53,535.211,270.775,99.99209
A1_00067,1,20160729,53050,53060,34.220362,-118.302893,5450.5,532.91,270.458,101.8073
A1_00068,1,20160729,53060,53070,34.207093,-118.314346,5484.42,530.628,270.139,103.6202
A1_00069,1,20160729,53070,53080,34.191786,-118.320577,5516.33,528.519,269.838,105.4329
A1_00070,1,20160729,53080,53090,34.175627,-118.323974,5545.82,526.389,269.526,107.2592
A1_00071,1,20160729,53090,53100,34.159175,-118.326395,5580.93,523.992,269.185,109.1043
A1_00072,1,20160729,53100,53110,34.142523,-118.328635,5612.3,521.83,268.866,110.9718
A1_00073,1,20160729,53110,53120,34.125637,-118.330606,5636.65,520.176,268.597,112.8619
A1_00074,1,20160729,53120,53130,34.108531,-118.332377,5662.32,518.449,268.321,114.7744
A1_00075,1,20160729,53130,53140,34.091219,-118.333748,5688.79,516.667,268.076,116.7137
A1_00076,1,20160729,53140,53150,34.073704,-118.335327,5714.77,514.877,267.812,118.6716
A1_00077,1,20160729,53150,53160,34.05605,-118.337284,5760.89,511.909,267.435,120.6403
A1_00078,1,20160729,53160,53170,34.038302,-118.339367,5809.19,508.722,267.018,122.6213
A1_00079,1,20160729,53170,53180,34.020466,-118.341617,5856.08,505.675,266.624,124.6138
A1_00080,1,20160729,53180,53190,34.002534,-118.343941,5902.08,502.698,266.196,126.6163
A1_00081,1,20160729,53190,53200,33.984508,-118.346235,5948.9,499.689,265.94,128.6293
A1_00082,1,20160729,53200,53210,33.966391,-118.348468,5997.01,496.607,265.569,130.6517
A1_00083,1,20160729,53210,53220,33.948189,-118.350346,6044.25,493.609,265.087,132.6857
A1_00084,1,20160729,53220,53230,33.929902,-118.35224,6090.83,490.654,264.613,134.7259
A1_00085,1,20160729,53230,53240,33.911539,-118.354503,6136.11,487.775,264.221,136.7754
A1_00086,1,20160729,53240,53250,33.893107,-118.356812,6186.94,484.609,263.972,138.8309
A1_00087,1,20160729,53250,53260,33.87465,-118.359177,6244.38,481.017,263.897,140.8881
A1_00088,1,20160729,53260,53270,33.856176,-118.361606,6302.19,477.413,263.779,142.9479
A1_00089,1,20160729,53270,53280,33.837678,-118.364016,6359.32,473.873,263.55,145.0104
A1_00090,1,20160729,53280,53290,33.819155,-118.366259,6419.77,470.194,263.096,147.0769
A1_00091,1,20160729,53290,53300,33.800621,-118.367932,6481.01,466.491,262.715,149.1416
A1_00092,1,20160729,53300,53310,33.782063,-118.370187,6537.76,463.079,262.662,151.2107
A1_00093,1,20160729,53310,53320,33.763471,-118.372495,6589.93,459.994,262.982,153.2841
A1_00094,1,20160729,53320,53330,33.744829,-118.37491,6636.87,457.182,262.762,155.3648
A1_00095,1,20160729,53330,53340,33.726117,-118.377319,6681.74,454.546,262.695,157.4537
A1_00096,1,20160729,53340,53350,33.707321,-118.379654,6725.2,451.997,262.668,159.5509
A1_00097,1,20160729,53350,53360,33.688451,-118.381934,6768.93,449.473,262.244,161.6564
A1_00098,1,20160729,53360,53370,33.669495,-118.38384,6810.72,447.031,262.342,163.7737
A1_00099,1,20160729,53370,53380,33.650451,-118.385909,6851.55,444.653,262.308,165.8998
A1_00100,1,20160729,53380,53390,33.631307,-118.388284,6893.23,442.258,262.287,168.0375
A1_00101,1,20160729,53390,53400,33.612052,-118.390735,6934.85,439.863,262.603,170.188
A1_00102,1,20160729,53400,53410,33.592692,-118.393234,6976.93,437.496,262.595,172.351
A1_00103,1,20160729,53410,53420,33.573234,-118.395794,7019.94,435.073,262.406,174.5248
A1_00104,1,20160729,53420,53430,33.553681,-118.398405,7061.25,432.738,262.197,176.7097
A1_00105,1,20160729,53430,53440,33.53402,-118.400607,7101.08,430.505,261.864,178.9075
A1_00106,1,20160729,53440,53450,33.514246,-118.402828,7142.17,428.197,261.516,181.1148
A1_00107,1,20160729,53450,53460,33.494379,-118.405207,7185.47,425.784,261.324,183.3314
A1_00108,1,20160729,53460,53470,33.474421,-118.407573,7228.96,423.392,261.127,185.557
A1_00109,1,20160729,53470,53480,33.454373,-118.409986,7270.18,421.138,260.874,187.7942
A1_00110,1,20160729,53480,53490,33.43425,-118.412467,7312.36,418.848,260.563,190.0386
A1_00111,1,20160729,53490,53500,33.414064,-118.41514,7355.24,416.387,260.241,192.2947
A1_00112,1,20160729,53500,53510,33.394067,-118.419217,7400.55,413.851,259.868,194.5589
A1_00113,1,20160729,53510,53520,33.375044,-118.428256,7453.3,411.12,259.46,196.8471
A1_00114,1,20160729,53520,53530,33.357705,-118.441127,7494.88,408.867,259.166,199.1363
A1_00115,1,20160729,53530,53540,33.34232,-118.457558,7535.76,406.817,259.174,201.4406
A1_00116,1,20160729,53540,53550,33.328269,-118.475681,7579.16,404.53,258.884,203.712
A1_00117,1,20160729,53550,53560,33.314727,-118.494531,7626.14,402.037,258.484,206.0327
A1_00118,1,20160729,53560,53570,33.301284,-118.513551,7677.96,399.263,257.999,208.3546
A1_00119,1,20160729,53570,53580,33.287787,-118.532489,7740.81,395.953,257.412,210.673
A1_00120,1,20160729,53580,53590,33.274175,-118.551229,7804.22,392.635,256.915,212.9866
A1_00121,1,20160729,53590,53600,33.260451,-118.569798,7866.88,389.376,256.42,215.2957
A1_00122,1,20160729,53600,53610,33.246655,-118.588272,7928.47,386.187,256.117,217.6032
A1_00123,1,20160729,53610,53620,33.232846,-118.606705,7990.57,383.05,255.754,219.906
A1_00124,1,20160729,53620,53630,33.219039,-118.625086,8051.98,379.931,255.473,222.208
A1_00125,1,20160729,53630,53640,33.205251,-118.643362,8114.39,376.783,255.008,224.4664
A1_00126,1,20160729,53640,53650,33.19151,-118.661701,8174.18,373.78,254.532,226.7629
A1_00127,1,20160729,53650,53660,33.177801,-118.680056,8229.6,371.016,254.091,229.0589
A1_00128,1,20160729,53660,53670,33.164078,-118.698385,8281.24,368.477,253.666,231.3552
A1_00129,1,20160729,53670,53680,33.150316,-118.716678,8332.03,365.993,253.293,233.6521
A1_00130,1,20160729,53680,53690,33.136503,-118.73491,8384.65,363.432,252.891,235.9478
A1_00131,1,20160729,53690,53700,33.122636,-118.753074,8439.74,360.749,252.594,238.2396
A1_00132,1,20160729,53700,53710,33.108744,-118.77121,8492.09,358.197,252.211,240.5319
A1_00133,1,20160729,53710,53720,33.094858,-118.789283,8542.65,355.763,251.752,242.8224
A1_00134,1,20160729,53720,53730,33.080973,-118.807334,8594.47,353.283,251.243,245.1116
A1_00135,1,20160729,53730,53740,33.067104,-118.825372,8641.65,351.026,250.774,247.3894
A1_00136,1,20160729,53740,53750,33.053267,-118.843504,8683.73,349.032,250.362,249.6503
A1_00137,1,20160729,53750,53760,33.039442,-118.861668,8724.06,347.123,249.978,251.9453
A1_00138,1,20160729,53760,53770,33.025593,-118.87984,8763.57,345.258,249.627,254.2429
A1_00139,1,20160729,53770,53780,33.011706,-118.898,8804.58,343.334,249.265,256.5421
A1_00140,1,20160729,53780,53790,32.997781,-118.916151,8846.58,341.369,248.938,258.8407
A1_00141,1,20160729,53790,53800,32.98382,-118.934304,8888.55,339.423,248.693,261.1423
A1_00142,1,20160729,53800,53810,32.969848,-118.952404,8931.1,337.478,248.771,263.4432
A1_00143,1,20160729,53810,53820,32.955878,-118.97051,8973.33,335.533,248.754,265.7459
A1_00144,1,20160729,53820,53830,32.94192,-118.988622,9015.88,333.612,248.718,268.0471
A1_00145,1,20160729,53830,53840,32.927979,-119.006767,9057.14,331.741,248.851,270.3459
A1_00146,1,20160729,53840,53850,32.914065,-119.024961,9097.32,329.918,248.624,272.6473
A1_00147,1,20160729,53850,53860,32.900164,-119.043063,9136.19,328.172,248.296,274.9075
A1_00148,1,20160729,53860,53870,32.886263,-119.061226,9176.16,326.387,247.982,277.2094
A1_00149,1,20160729,53870,53880,32.872351,-119.079367,9217.35,324.538,247.686,279.5101
A1_00150,1,20160729,53880,53890,32.85843,-119.097526,9258.69,322.698,247.41,281.8078
A1_00151,1,20160729,53890,53900,32.844517,-119.115624,9301.96,320.802,247.163,284.1033
A1_00152,1,20160729,53900,53910,32.830615,-119.133668,9344.11,318.937,246.831,286.3969
A1_00153,1,20160729,53910,53920,32.816715,-119.151683,9384.52,317.164,246.521,288.6878
A1_00154,1,20160729,53920,53930,32.80281,-119.169699,9425.14,315.391,246.16,290.9743
A1_00155,1,20160729,53930,53940,32.788904,-119.187636,9467.01,313.594,245.82,293.2596
A1_00156,1,20160729,53940,53950,32.775006,-119.205526,9508.81,311.788,245.506,295.5422
A1_00157,1,20160729,53950,53960,32.761136,-119.223406,9550.39,309.998,245.201,297.8187
A1_00158,1,20160729,53960,53970,32.747318,-119.241314,9589.39,308.357,244.898,300.0944
A1_00159,1,20160729,53970,53980,32.733569,-119.259177,9618,307.128,244.637,302.3308
A1_00160,1,20160729,53980,53990,32.719848,-119.277227,9641.91,306.12,244.427,304.6095
A1_00161,1,20160729,53990,54000,32.706072,-119.29524,9663.7,305.206,244.246,306.8948
A1_00162,1,20160729,54000,54010,32.692193,-119.313203,9681.59,304.453,244.138,309.1871
A1_00163,1,20160729,54010,54020,32.678183,-119.331121,9700.72,303.651,244.156,311.4811
A1_00164,1,20160729,54020,54030,32.664093,-119.349051,9720.23,302.867,244.024,313.7828
A1_00165,1,20160729,54030,54040,32.65005,-119.367052,9739.3,302.055,243.831,316.0908
A1_00166,1,20160729,54040,54050,32.636035,-119.385167,9756.09,301.358,243.67,318.4028
A1_00167,1,20160729,54050,54060,32.621998,-119.403329,9774.37,300.604,243.511,320.7204
A1_00168,1,20160729,54060,54070,32.607911,-119.421541,9793.05,299.816,243.34,323.0405
A1_00169,1,20160729,54070,54080,32.593789,-119.439749,9812.25,299.02,243.187,325.3662
A1_00170,1,20160729,54080,54090,32.579656,-119.457975,9830.55,298.267,243.034,327.6951
A1_00171,1,20160729,54090,54100,32.565493,-119.476159,9848.58,297.507,242.879,329.9861
A1_00172,1,20160729,54100,54110,32.551267,-119.494388,9867.89,296.709,242.718,332.3238
A1_00173,1,20160729,54110,54120,32.536968,-119.512602,9888.22,295.874,242.51,334.6613
A1_00174,1,20160729,54120,54130,32.52263,-119.53082,9908.4,295.046,242.313,337.0027
A1_00175,1,20160729,54130,54140,32.508298,-119.549074,9927.49,294.265,242.141,339.348
A1_00176,1,20160729,54140,54150,32.49399,-119.567385,9946.35,293.486,241.965,341.6966
A1_00177,1,20160729,54150,54160,32.47972,-119.585773,9964.25,292.754,241.785,344.0483
A1_00178,1,20160729,54160,54170,32.465464,-119.60422,9981.61,292.028,241.609,346.4036
A1_00179,1,20160729,54170,54180,32.451187,-119.622685,10000.55,291.271,241.417,348.7615
A1_00180,1,20160729,54180,54190,32.436847,-119.6411,10021.43,290.424,241.232,351.1198
A1_00181,1,20160729,54190,54200,32.422425,-119.659393,10041.12,289.614,241.051,353.4402
A1_00182,1,20160729,54200,54210,32.40797,-119.677737,10061.62,288.798,240.829,355.803
A1_00183,1,20160729,54210,54220,32.393521,-119.696111,10081.44,288.004,240.678,358.1686
A1_00184,1,20160729,54220,54230,32.379092,-119.71453,10101.47,287.209,240.573,360.5349
A1_00185,1,20160729,54230,54240,32.364703,-119.73301,10118.66,286.455,240.265,362.9025
A1_00186,1,20160729,54240,54250,32.350335,-119.751538,10136.85,285.751,240.146,365.2723
A1_00187,1,20160729,54250,54260,32.335917,-119.770029,10157.43,284.94,240.049,367.6428
A1_00188,1,20160729,54260,54270,32.321428,-119.788449,10178.12,284.126,239.934,370.0154
A1_00189,1,20160729,54270,54280,32.306899,-119.806849,10198.24,283.313,239.778,372.3851
A1_00190,1,20160729,54280,54290,32.29238,-119.825252,10217.43,282.561,239.631,374.7416
A1_00191,1,20160729,54290,54300,32.277891,-119.843658,10236.05,281.824,239.466,377.0847
A1_00192,1,20160729,54300,54310,32.263415,-119.862115,10253.44,281.122,239.294,379.4594
A1_00193,1,20160729,54310,54320,32.248941,-119.880571,10271.15,280.414,239.112,381.8327
A1_00194,1,20160729,54320,54330,32.234469,-119.899032,10290.31,279.657,238.938,384.2069
A1_00195,1,20160729,54330,54340,32.220006,-119.917495,10309.71,278.899,238.832,386.5799
A1_00196,1,20160729,54340,54350,32.205532,-119.935941,10328.4,278.164,238.746,388.9532
A1_00197,1,20160729,54350,54360,32.191018,-119.954336,10346.73,277.45,238.662,391.327
A1_00198,1,20160729,54360,54370,32.176475,-119.972693,10364.34,276.76,238.539,393.6997
A1_00199,1,20160729,54370,54380,32.161955,-119.991089,10381.71,276.07,238.38,396.0738
A1_00200,1,20160729,54380,54390,32.147446,-120.009429,10398.31,275.406,238.231,398.4073
A1_00201,1,20160729,54390,54400,32.132881,-120.027768,10416.14,274.707,238.095,400.781
A1_00202,1,20160729,54400,54410,32.118263,-120.046066,10424.5,274.427,238.016,403.1568
A1_00203,1,20160729,54410,54420,32.103726,-120.064509,10419.27,274.654,238.056,405.5393
A1_00204,1,20160729,54420,54430,32.089253,-120.083072,10414.1,274.869,238.084,407.9225
A1_00205,1,20160729,54430,54440,32.07476,-120.101605,10413.36,274.878,238.052,410.3047
A1_00206,1,20160729,54440,54450,32.06019,-120.120034,10415.04,274.778,238.011,412.6856
A1_00207,1,20160729,54450,54460,32.045552,-120.138388,10416.1,274.755,237.977,415.0636
A1_00208,1,20160729,54460,54470,32.030931,-120.156753,10417.12,274.748,237.945,417.4409
A1_00209,1,20160729,54470,54480,32.016392,-120.175174,10415.08,274.798,237.939,419.8186
A1_00210,1,20160729,54480,54490,32.001859,-120.193566,10412.03,274.905,237.958,422.1578
A1_00211,1,20160729,54490,54500,31.987291,-120.211949,10413.28,274.874,237.945,424.5355
A1_00212,1,20160729,54500,54510,31.972687,-120.230271,10415.11,274.78,237.925,426.9137
A1_00213,1,20160729,54510,54520,31.958035,-120.248514,10415.62,274.777,237.939,429.289
A1_00214,1,20160729,54520,54530,31.943367,-120.266725,10417.37,274.734,237.957,431.6648
A1_00215,1,20160729,54530,54540,31.928811,-120.285045,10418.66,274.667,237.954,434.0399
A1_00216,1,20160729,54540,54550,31.914447,-120.303585,10416.83,274.751,237.974,436.4162
A1_00217,1,20160729,54550,54560,31.900269,-120.322335,10412.87,274.911,237.996,438.7937
A1_00218,1,20160729,54560,54570,31.886151,-120.341162,10411.65,274.935,237.96,441.1721
A1_00219,1,20160729,54570,54580,31.871959,-120.359819,10411.77,274.91,237.923,443.505
A1_00220,1,20160729,54580,54590,31.857653,-120.378396,10412.83,274.861,237.901,445.8789
A1_00221,1,20160729,54590,54600,31.84328,-120.396874,10414.41,274.801,237.896,448.2518
A1_00222,1,20160729,54600,54610,31.828877,-120.415296,10414.81,274.778,237.879,450.623
A1_00223,1,20160729,54610,54620,31.814464,-120.433696,10415.29,274.762,237.9,452.9935
A1_00224,1,20160729,54620,54630,31.80006,-120.452096,10415.23,274.764,237.916,455.3643
A1_00225,1,20160729,54630,54640,31.785621,-120.470459,10414.15,274.892,237.933,457.7339
A1_00226,1,20160729,54640,54650,31.770309,-120.487698,10416.99,274.725,237.9,460.0886
A1_00227,1,20160729,54650,54660,31.752654,-120.501255,10414.14,274.903,237.962,462.4319
A1_00228,1,20160729,54660,54670,31.73287,-120.50986,10402.45,275.399,238.075,464.7822
A1_00229,1,20160729,54670,54680,31.712034,-120.514082,10398.57,275.486,238.09,467.1267
A1_00230,1,20160729,54680,54690,31.690938,-120.515874,10404.57,275.22,238.038,469.4688
A1_00231,1,20160729,54690,54700,31.669825,-120.51682,10414.93,274.78,237.933,471.8067
A1_00232,1,20160729,54700,54710,31.648709,-120.516902,10416.62,274.67,237.913,474.1541
A1_00233,1,20160729,54710,54720,31.62758,-120.516825,10414.89,274.719,237.929,476.4941
A1_00234,1,20160729,54720,54730,31.606448,-120.517069,10415.49,274.712,237.939,478.8414
A1_00235,1,20160729,54730,54740,31.585319,-120.516967,10416.22,274.705,237.933,481.1816
A1_00236,1,20160729,54740,54750,31.564189,-120.516775,10415.57,274.709,237.94,483.5217
A1_00237,1,20160729,54750,54760,31.543055,-120.516684,10414.44,274.755,237.952,485.8628
A1_00238,1,20160729,54760,54770,31.521916,-120.516699,10413.9,274.788,237.969,488.2039
A1_00239,1,20160729,54770,54780,31.500773,-120.516777,10413.74,274.802,237.989,490.5451
A1_00240,1,20160729,54780,54790,31.479619,-120.516872,10413.47,274.823,238.082,492.8884
A1_00241,1,20160729,54790,54800,31.458455,-120.516953,10413.88,274.808,238.106,495.2328
A1_00242,1,20160729,54800,54810,31.437282,-120.517017,10414.22,274.812,238.119,497.5783
A1_00243,1,20160729,54810,54820,31.416103,-120.517072,10414.63,274.803,238.076,499.9239
A1_00244,1,20160729,54820,54830,31.39491,-120.517138,10415.7,274.774,237.998,502.2716
A1_00245,1,20160729,54830,54840,31.37371,-120.517237,10415.2,274.791,237.995,504.6193
A1_00246,1,20160729,54840,54850,31.352499,-120.516827,10414.24,274.823,238.005,506.977
A1_00247,1,20160729,54850,54860,31.331271,-120.516797,10414.33,274.827,238.007,509.328
A1_00248,1,20160729,54860,54870,31.310033,-120.516871,10413.83,274.85,238.011,511.6812
A1_00249,1,20160729,54870,54880,31.288784,-120.516898,10413.5,274.861,238.013,514.0344
A1_00250,1,20160729,54880,54890,31.26752,-120.516861,10413.54,274.854,238.015,516.3898
A1_00251,1,20160729,54890,54900,31.246245,-120.516803,10413.93,274.84,238.011,518.7539
A1_00252,1,20160729,54900,54910,31.224962,-120.517234,10414.65,274.814,238.003,521.1115
A1_00253,1,20160729,54910,54920,31.203665,-120.517154,10414.64,274.815,238.003,523.4702
A1_00254,1,20160729,54920,54930,31.182358,-120.517188,10414.22,274.854,238.014,525.8312
A1_00255,1,20160729,54930,54940,31.161033,-120.517048,10415.1,274.84,238.026,528.2007
A1_00256,1,20160729,54940,54950,31.139698,-120.516818,10415.35,274.802,238.092,530.5639
A1_00257,1,20160729,54950,54960,31.118344,-120.516874,10414.38,274.857,238.114,532.9292
A1_00258,1,20160729,54960,54970,31.096978,-120.51683,10415.36,274.843,238.145,535.2956
A1_00259,1,20160729,54970,54980,31.075607,-120.516744,10416.63,274.793,238.248,537.662
A1_00260,1,20160729,54980,54990,31.054226,-120.516991,10417.33,274.794,238.324,540.0384
A1_00261,1,20160729,54990,55000,31.03283,-120.517269,10417.33,274.801,238.353,542.4081
A1_00262,1,20160729,55000,55010,31.011423,-120.517263,10416.99,274.817,238.358,544.78
A1_00263,1,20160729,55010,55020,30.989998,-120.517293,10417.47,274.814,238.357,547.153
A1_00264,1,20160729,55020,55030,30.96856,-120.516701,10417.84,274.809,238.362,549.5349
A1_00265,1,20160729,55030,55040,30.947103,-120.516789,10417.07,274.849,238.38,551.9123
A1_00266,1,20160729,55040,55050,30.92563,-120.516877,10416.26,274.908,238.402,554.2908
A1_00267,1,20160729,55050,55060,30.904142,-120.516946,10416.34,274.908,238.408,556.6704
A1_00268,1,20160729,55060,55070,30.882645,-120.516966,10417.42,274.873,238.401,559.0512
A1_00269,1,20160729,55070,55080,30.861144,-120.516941,10418.94,274.813,238.385,561.433
A1_00270,1,20160729,55080,55090,30.839635,-120.516863,10420.19,274.775,238.376,563.8137
A1_00271,1,20160729,55090,55100,30.818123,-120.516786,10420.53,274.759,238.369,566.1966
A1_00272,1,20160729,55100,55110,30.796602,-120.516745,10419.92,274.785,238.36,568.5806
A1_00273,1,20160729,55110,55120,30.775066,-120.516729,10418.78,274.837,238.379,570.9657
A1_00274,1,20160729,55120,55130,30.753514,-120.516707,10418.51,274.851,238.383,573.353
