Date,Time,Latitude,Longitude,Altitude (m),Speed (m/s),Altitude Change
2022-10-02,16:31:32,-38.370965791213855,176.73531617407502,11534.11046511628,238.56110257638744,-48.28953488371917
2022-10-02,16:31:37,-38.364920174103105,176.72403376486383,11485.820930232558,238.4057957520673,-48.28953488372281
2022-10-02,16:31:42,-38.358877274461534,176.71276586685167,11437.531395348837,238.2363560075752,-48.28953488372099
2022-10-02,16:31:47,-38.35283720461325,176.70151257405124,11389.241860465116,238.05304382344684,-48.28953488372099
2022-10-02,16:31:52,-38.3468000768824,176.69027398047518,11340.952325581397,237.85611968021783,-48.28953488371917
2022-10-02,16:31:57,-38.34076600359305,176.67905018013622,11292.662790697674,237.6458440584238,-48.28953488372281
2022-10-02,16:32:02,-38.33473509706938,176.66784126704695,11244.373255813953,237.4224774386003,-48.28953488372099
2022-10-02,16:32:07,-38.32870746963544,176.65664733522007,11196.083720930232,237.18628030128315,-48.28953488372099
2022-10-02,16:32:12,-38.32268323361539,176.64546847866825,11147.79418604651,236.9375131270078,-48.28953488372099
2022-10-02,16:32:17,-38.316662501333326,176.63430479140413,11099.50465116279,236.67643639631,-48.28953488372099
2022-10-02,16:32:22,-38.31064538511338,176.62315636744037,11051.215116279069,236.40331058972532,-48.28953488372099
2022-10-02,16:32:27,-38.30463199727965,176.6120233007897,11002.925581395348,236.1183961877894,-48.28953488372099
2022-10-02,16:32:32,-38.29862245015626,176.6009056854647,10954.636046511629,235.82195367103787,-48.28953488371917
2022-10-02,16:32:37,-38.292616856067326,176.5898036154781,10906.346511627908,235.5142435200065,-48.28953488372099
2022-10-02,16:32:42,-38.28661532733697,176.57871718484256,10858.056976744185,235.19552621523073,-48.28953488372281
2022-10-02,16:32:47,-38.28061797628929,176.56764648757067,10809.767441860466,234.86606223724627,-48.28953488371917
2022-10-02,16:32:52,-38.27462491524843,176.5565916176752,10761.477906976745,234.5261120665888,-48.28953488372099
2022-10-02,16:32:57,-38.268636256538464,176.54555266916876,10713.188372093024,234.17593618379388,-48.28953488372099
2022-10-02,16:33:02,-38.26265211248356,176.53452973606403,10664.898837209304,233.8157950693972,-48.28953488371917
2022-10-02,16:33:07,-38.256672595407785,176.52352291237364,10616.609302325582,233.44594920393433,-48.28953488372281
2022-10-02,16:33:12,-38.25069781763529,176.51253229211028,10568.31976744186,233.066659067941,-48.28953488372099
2022-10-02,16:33:17,-38.24472789149017,176.5015579692866,10520.03023255814,232.6781851419528,-48.28953488372099
2022-10-02,16:33:22,-38.23876292929656,176.49060003791536,10471.74069767442,232.28078790650537,-48.28953488371917
2022-10-02,16:33:27,-38.23280304337855,176.4796585920091,10423.451162790698,231.87472784213423,-48.28953488372281
