Date,Time,Latitude,Longitude,Altitude (m),Speed (m/s),Altitude Change
2023-09-27,16:00:29,-38.30822137166,177.32588590447867,12151.995,236.74248141485208,-32.3849999999984
2023-09-27,16:00:34,-38.3021845915592,177.3148837372643,12119.61,236.840194272328,-32.38500000000022
2023-09-27,16:00:39,-38.29615123714086,177.3038778513431,12087.225,236.9371087682308,-32.38500000000022
2023-09-27,16:00:44,-38.29012089902416,177.2928685972108,12054.84,237.03295509836352,-32.38500000000022
2023-09-27,16:00:49,-38.284093167828296,177.28185632536326,12022.455,237.12746345852932,-32.38500000000022
2023-09-27,16:00:54,-38.278067634172466,177.27084138629624,11990.07,237.2203640445313,-32.38500000000022
2023-09-27,16:00:59,-38.27204388867587,177.25982413050556,11957.685,237.31138705217248,-32.38500000000022
2023-09-27,16:01:04,-38.26602152195769,177.24880490848705,11925.3,237.40026267725605,-32.38500000000022
2023-09-27,16:01:09,-38.26000012463712,177.2377840707365,11892.915,237.48672111558503,-32.3849999999984
2023-09-27,16:01:14,-38.25397928733335,177.22676196774972,11860.53,237.57049256296253,-32.38500000000022
2023-09-27,16:01:19,-38.247958600665584,177.21573895002248,11828.145,237.6513072151916,-32.38500000000022
2023-09-27,16:01:24,-38.24193765525302,177.20471536805067,11795.759999999998,237.72889526807543,-32.38500000000204
2023-09-27,16:01:29,-38.23591604171483,177.19369157233004,11763.375,237.80298691741703,-32.3849999999984
2023-09-27,16:01:34,-38.229893350670224,177.18266791335637,11730.99,237.8733123590195,-32.38500000000022
2023-09-27,16:01:39,-38.22386917273839,177.17164474162556,11698.605,237.939601788686,-32.38500000000022
2023-09-27,16:01:44,-38.21784309853852,177.1606224076333,11666.22,238.00158540221955,-32.38500000000022
2023-09-27,16:01:49,-38.21181471868982,177.1496012618755,11633.835,238.05899339542324,-32.38500000000022
2023-09-27,16:01:54,-38.20578362381147,177.13858165484788,11601.45,238.11155596410015,-32.3849999999984
2023-09-27,16:01:59,-38.19974940452267,177.12756393704638,11569.065,238.15900330405347,-32.38500000000022
2023-09-27,16:02:04,-38.193711651442605,177.1165484589666,11536.68,238.2010656110862,-32.38500000000022
2023-09-27,16:02:09,-38.18766995519048,177.10553557110455,11504.295,238.23747308100144,-32.38500000000022
2023-09-27,16:02:14,-38.18162390638548,177.09452562395597,11471.91,238.2679559096023,-32.38500000000022
2023-09-27,16:02:19,-38.1755730956468,177.08351896801656,11439.525,238.2922442926919,-32.38500000000022
2023-09-27,16:02:24,-38.169517113593635,177.07251595378227,11407.14,238.3100684260733,-32.38500000000022
2023-09-27,16:02:29,-38.16345555084518,177.06151693174883,11374.755,238.32115850554953,-32.38500000000022
2023-09-27,16:02:34,-38.15738799802063,177.0505222524121,11342.37,238.32524472692376,-32.3849999999984
2023-09-27,16:02:39,-38.15131404573918,177.03953226626786,11309.985,238.32205728599908,-32.38500000000022
2023-09-27,16:02:44,-38.14523328462,177.02854732381186,11277.6,238.31132637857857,-32.38500000000022
2023-09-27,16:02:49,-38.139145305282305,177.01756777554002,11245.215,238.2927822004653,-32.38500000000022
2023-09-27,16:02:54,-38.1330496983453,177.0065939719481,11212.83,238.2661549474624,-32.38500000000022
2023-09-27,16:02:59,-38.12694605442816,176.99562626353182,11180.445,238.23117481537292,-32.38500000000022
2023-09-27,16:03:04,-38.12083396415008,176.98466500078712,11148.06,238.187572,-32.38500000000022
2023-09-27,16:03:09,-38.114713175915746,176.9737105779767,11094.042666666666,238.13505787494577,-54.01733333333323
2023-09-27,16:03:14,-38.10858406927176,176.96276356443138,11040.025333333331,238.07326852500887,-54.017333333335046
2023-09-27,16:03:19,-38.10244718155027,176.95182457324884,10986.008,238.00182121278695,-54.01733333333141
2023-09-27,16:03:24,-38.096303050083336,176.94089421752685,10931.990666666668,237.9203332008778,-54.01733333333141
2023-09-27,16:03:29,-38.09015221220309,176.92997311036314,10877.973333333332,237.828421751879,-54.017333333336865
