Date,Time,Latitude,Longitude,Altitude (m),Speed (m/s),Altitude Change
2022-09-28,17:31:55,-10.057985145622707,15.18807354462104,10363.2,273.0409279075205,-23.44615384615281
2022-09-28,17:32:00,-10.05153030293245,15.17907983829291,10339.753846153846,273.4250716243987,-23.44615384615463
2022-09-28,17:32:05,-10.045127908325169,15.170027805628685,10316.307692307691,273.8077048473079,-23.44615384615463
2022-09-28,17:32:10,-10.038777069138412,15.1609183793635,10292.86153846154,274.18859682467314,-23.44615384615099
2022-09-28,17:32:15,-10.032476892709736,15.151752492232507,10269.415384615384,274.56751680491993,-23.44615384615645
2022-09-28,17:32:20,-10.026226486376697,15.142531076970853,10245.969230769231,274.94423403647335,-23.44615384615281
2022-09-28,17:32:25,-10.020024957476837,15.133255066313689,10222.523076923077,275.3185177677588,-23.44615384615463
2022-09-28,17:32:30,-10.013871413347715,15.123925392996153,10199.076923076924,275.69013724720156,-23.44615384615281
2022-09-28,17:32:35,-10.007764961326885,15.11454298975339,10175.63076923077,276.0588617232268,-23.44615384615463
2022-09-28,17:32:40,-10.00170470875189,15.105108789320555,10152.184615384616,276.4244604442598,-23.44615384615281
2022-09-28,17:32:45,-9.995689762960296,15.095623724432794,10128.738461538462,276.78670265872597,-23.44615384615463
2022-09-28,17:32:50,-9.989719231289644,15.086088727825247,10105.292307692309,277.1453576150504,-23.44615384615281
2022-09-28,17:32:55,-9.983792221077486,15.076504732233063,10081.846153846154,277.5001945616585,-23.44615384615463
2022-09-28,17:33:00,-9.977907839661384,15.066872670391396,10058.4,277.85098274697543,-23.44615384615463
2022-09-28,17:33:05,-9.972065194378882,15.057193475035383,10034.953846153849,278.1974914194265,-23.44615384615099
2022-09-28,17:33:10,-9.966263392567534,15.047468078900174,10011.507692307692,278.5394898274371,-23.44615384615645
2022-09-28,17:33:15,-9.960501541564897,15.037697414720917,9988.061538461538,278.8767472194323,-23.44615384615463
2022-09-28,17:33:20,-9.954778748708517,15.027882415232757,9964.615384615385,279.2090328438376,-23.44615384615281
2022-09-28,17:33:25,-9.949094121335945,15.018024013170836,9941.16923076923,279.53611594907795,-23.44615384615463
2022-09-28,17:33:30,-9.94344676678474,15.00812314127031,9917.723076923075,279.857765783579,-23.44615384615463
2022-09-28,17:33:35,-9.937835792392452,14.99818073226632,9894.276923076925,280.17375159576574,-23.44615384615099
2022-09-28,17:33:40,-9.93226030549663,14.98819771889401,9870.83076923077,280.4838426340636,-23.44615384615463
