date,time,Latitude,Longitude,Altitude (m),Speed (m/s),wind_speed,wind_direction
2020-06-17,18:12:50,22.902832,120.2731605,-0.035,0.09000484919907349,19.0,290.0
2020-06-17,18:12:51,22.902836488912214,120.27315950032347,-0.3524762679312002,-0.5394068720699472,19.0,290.0
2020-06-17,18:12:52,22.902832566685326,120.27316069359212,-0.2854032365671822,-0.12503992522291044,19.0,290.0
2020-06-17,18:12:53,22.9028209,120.2731636,0.106,1.2362545083099297,19.0,290.0
2020-06-17,18:12:54,22.902802155536893,120.27316773974124,0.7615143476782936,3.4476252470983226,19.0,290.0
2020-06-17,18:12:55,22.902776999976677,120.27317263300988,1.620920712375645,6.412221109712016,19.0,290.0
2020-06-17,18:12:56,22.9027461,120.2731778,2.624,10.033190914720757,19.0,290.0
2020-06-17,18:12:57,22.902710348199466,120.27318290367458,3.7117522105513596,14.192631039477641,19.0,290.0
2020-06-17,18:12:58,22.902671540815383,120.27318817807212,4.830053720397937,18.68842809646916,19.0,290.0
2020-06-17,18:12:59,22.9026317,120.273194,5.926,23.29741625696515,19.0,290.0
2020-06-17,18:13:00,22.90259236648006,120.27320061593082,6.9665138471533075,27.85029060959719,19.0,290.0
2020-06-17,18:13:01,22.90255315528031,120.27320775099795,7.997827368995571,32.39318991244382,19.0,290.0
2020-06-17,18:13:02,22.9025132,120.273215,9.086,37.02611384094534,19.0,290.0
2020-06-17,18:13:03,22.902471919213628,120.27322204371323,10.268933141576156,41.81572433402103,19.0,290.0
2020-06-17,18:13:04,22.902429871396706,120.27322890682488,11.471896062879036,46.69533238450618,19.0,290.0
2020-06-17,18:13:05,22.9023879,120.2732357,12.592,51.5649112487151,19.0,290.0
2020-06-17,18:13:06,22.902346571480248,120.27324259069775,13.563901734690221,56.357215437089074,19.0,290.0
2020-06-17,18:13:07,22.902305344318055,120.2732499735543,14.472440231340135,61.13612447657728,19.0,290.0
2020-06-17,18:13:08,22.9022634,120.2732583,15.44,65.99829914825585,19.0,290.0
2020-06-17,18:13:09,22.902220213383895,120.27326761571797,16.543385845588887,71.0004897782473,19.0,290.0
2020-06-17,18:13:10,22.902176432812546,120.27327634340234,17.67708375250116,76.03980487285936,19.0,290.0
2020-06-17,18:13:11,22.902133,120.2732825,18.69,80.97344248344623,19.0,290.0
2020-06-17,18:13:12,22.9020908972064,120.27328419457848,19.459258586657935,85.66093735674333,19.0,290.0
2020-06-17,18:13:13,22.90205126887621,120.27327990468815,19.974854388284857,89.97117102101146,19.0,290.0
2020-06-17,18:13:14,22.9020153,120.2732682,20.255,93.77536169989278,19.0,290.0
2020-06-17,18:13:15,22.901983445938658,120.27324828744953,20.330320548520113,97.03800270811666,19.0,290.0
2020-06-17,18:13:16,22.901953243534454,120.27322192303022,20.281091286952005,100.09668772476128,19.0,290.0
2020-06-17,18:13:17,22.9019215,120.2731915,20.2,103.38228551999211,19.0,290.0
2020-06-17,18:13:18,22.901886441261194,120.27315918895668,20.15979255259494,107.15349386291588,19.0,290.0
2020-06-17,18:13:19,22.901851968097077,120.27312626985761,20.15344713057378,110.98032651840474,19.0,290.0
2020-06-17,18:13:20,22.9018234,120.2730938,20.154,114.26062625027214,19.0,290.0
